time,delta_freq,event,power,f0
0,0.0629455,0,140,50
0.3,0.0652793,0,140,50
0.6,0.0675207,0,140,50
0.9,0.0670257,0,140,50
1.2,0.0711163,0,140,50
1.5,0.0726037,0,140,50
1.8,0.0739552,0,140,50
2.1,0.0767407,0,140,50
2.4,0.0764733,0,140,50
2.7,0.07839,0,140,50
3,0.078703,0,140,50
3.3,0.0808288,0,140,50
3.6,0.083456,0,140,50
3.9,0.0839227,0,140,50
4.2,0.0850085,0,140,50
4.5,0.0832178,0,140,50
4.8,0.0848375,0,140,50
5.1,0.0858142,0,140,50
5.4,0.0897662,0,140,50
5.7,0.0936267,0,140,50
6,0.09409,0,140,50
6.3,0.097967,0,140,50
6.6,0.100912,0,140,50
6.9,0.103876,0,140,50
7.2,0.106115,0,140,50
7.5,0.10987,0,140,50
7.8,0.112047,0,140,50
8.1,0.114255,0,140,50
8.4,0.116371,0,140,50
8.7,0.11757,0,140,50
9,0.120185,0,140,50
9.3,0.120852,0,140,50
9.6,0.12326,0,140,50
9.9,0.122061,0,140,50
10.2,0.123738,0,140,50
10.5,0.123501,0,140,50
10.8,0.123545,0,140,50
11.1,0.12465,0,140,50
11.4,0.122263,0,140,50
11.7,0.122058,0,140,50
12,0.119451,0,140,50
12.3,0.11893,0,140,50
12.6,0.11555,0,140,50
12.9,0.113817,0,140,50
13.2,0.111157,0,140,50
13.5,0.110191,0,140,50
13.8,0.109613,0,140,50
14.1,0.108818,0,140,50
14.4,0.108071,0,140,50
14.7,0.106218,0,140,50
15,0.105021,0,140,50
15.3,0.102161,0,140,50
15.6,0.101229,0,140,50
15.9,0.0997985,0,140,50
16.2,0.0955315,0,140,50
16.5,0.093296,0,140,50
16.8,0.0884082,0,140,50
17.1,0.0864555,0,140,50
17.4,0.0820665,0,140,50
17.7,0.07876,0,140,50
18,0.0771542,0,140,50
18.3,0.0733905,0,140,50
18.6,0.0702825,0,140,50
18.9,0.0677413,0,140,50
19.2,0.0652115,0,140,50
19.5,0.062462,0,140,50
19.8,0.0608025,0,140,50
20.1,0.0594885,0,140,50
20.4,0.0549837,0,140,50
20.7,0.0541968,0,140,50
21,0.0521573,0,140,50
21.3,0.053248,0,140,50
21.6,0.0537642,0,140,50
21.9,0.0542545,0,140,50
22.2,0.055642,0,140,50
22.5,0.0567695,0,140,50
22.8,0.0603252,0,140,50
23.1,0.0599555,0,140,50
23.4,0.06186,0,140,50
23.7,0.0613685,0,140,50
24,0.06166,0,140,50
24.3,0.0602692,0,140,50
24.6,0.0589348,0,140,50
24.9,0.0601257,0,140,50
25.2,0.0593815,0,140,50
25.5,0.058626,0,140,50
25.8,0.0597698,0,140,50
26.1,0.060617,0,140,50
26.4,0.062805,0,140,50
26.7,0.0633867,0,140,50
27,0.0661488,0,140,50
27.3,0.0670223,0,140,50
27.6,0.068943,0,140,50
27.9,0.068093,0,140,50
28.2,0.0680057,0,140,50
28.5,0.0684807,0,140,50
28.8,0.0674358,0,140,50
29.1,0.067926,0,140,50
29.4,0.06596,0,140,50
29.7,0.0659078,0,140,50
30,0.064828,0,140,50
30.3,0.0654052,0,140,50
30.6,0.0635792,0,140,50
30.9,0.0620745,0,140,50
31.2,0.06016,0,140,50
31.5,0.058226,0,140,50
31.8,0.0565988,0,140,50
32.1,0.0520073,0,140,50
32.4,0.0484705,0,140,50
32.7,0.0452938,0,140,50
33,0.0418993,0,140,50
33.3,0.0386215,0,140,50
33.6,0.0340277,0,140,50
33.9,0.0274457,0,140,50
34.2,0.02664,0,140,50
34.5,0.0219503,0,140,50
34.8,0.0183453,0,140,50
35.1,0.0156498,0,140,50
35.4,0.0124032,0,140,50
35.7,0.0111463,0,140,50
36,0.009872,0,140,50
36.3,0.0104017,0,140,50
36.6,0.0111383,0,140,50
36.9,0.00967425,0,140,50
37.2,0.0107203,0,140,50
37.5,0.0103725,0,140,50
37.8,0.0110522,0,140,50
38.1,0.0103537,0,140,50
38.4,0.0101915,0,140,50
38.7,0.009591,0,140,50
39,0.0095065,1,140,50
39.3,0.0117582,1,140,50
39.6,0.00990875,1,140,50
39.9,0.0099315,1,140,50
40.2,0.0102693,1,140,50
40.5,0.00790625,1,140,50
40.8,-0.0009155,1,140,50
41.1,-0.0167067,1,140,50
41.4,-0.034911,1,140,50
41.7,-0.0503585,1,140,50
42,-0.0656342,1,140,50
42.3,-0.0796847,1,140,50
42.6,-0.0956727,1,140,50
42.9,-0.111072,1,140,50
43.2,-0.123162,1,140,50
43.5,-0.137462,1,140,50
43.8,-0.146576,1,140,50
44.1,-0.15743,1,140,50
44.4,-0.167826,1,140,50
44.7,-0.176749,1,140,50
45,-0.187483,1,140,50
45.3,-0.196213,1,140,50
45.6,-0.201807,1,140,50
45.9,-0.20964,1,140,50
46.2,-0.215889,1,140,50
46.5,-0.222837,1,140,50
46.8,-0.225763,1,140,50
47.1,-0.228972,1,140,50
47.4,-0.232947,1,140,50
47.7,-0.234265,1,140,50
48,-0.235051,1,140,50
48.3,-0.233304,1,140,50
48.6,-0.231791,1,140,50
