time,delta_freq,event,power,f0
0,0.0673308,0,160,50
0.3,0.0683855,0,160,50
0.6,0.0705965,0,160,50
0.9,0.0718173,0,160,50
1.2,0.073329,0,160,50
1.5,0.0748013,0,160,50
1.8,0.0769637,0,160,50
2.1,0.078994,0,160,50
2.4,0.0811645,0,160,50
2.7,0.0823337,0,160,50
3,0.0845753,0,160,50
3.3,0.085705,0,160,50
3.6,0.0877405,0,160,50
3.9,0.0890658,0,160,50
4.2,0.0898435,0,160,50
4.5,0.0905062,0,160,50
4.8,0.0908703,0,160,50
5.1,0.0923268,0,160,50
5.4,0.093263,0,160,50
5.7,0.0939117,0,160,50
6,0.0937638,0,160,50
6.3,0.0934155,0,160,50
6.6,0.0929395,0,160,50
6.9,0.0920383,0,160,50
7.2,0.0910085,0,160,50
7.5,0.0894265,0,160,50
7.8,0.0892845,0,160,50
8.1,0.0883145,0,160,50
8.4,0.087582,0,160,50
8.7,0.0872897,0,160,50
9,0.0865618,0,160,50
9.3,0.0875045,0,160,50
9.6,0.0863317,0,160,50
9.9,0.086154,0,160,50
10.2,0.0854625,0,160,50
10.5,0.0854397,0,160,50
10.8,0.083794,0,160,50
11.1,0.0821463,0,160,50
11.4,0.0820893,0,160,50
11.7,0.0816345,0,160,50
12,0.080204,0,160,50
12.3,0.07893,0,160,50
12.6,0.076939,0,160,50
12.9,0.0752885,0,160,50
13.2,0.0740995,0,160,50
13.5,0.0740512,0,160,50
13.8,0.0723763,0,160,50
14.1,0.0721245,0,160,50
14.4,0.070894,0,160,50
14.7,0.0698235,0,160,50
15,0.068464,0,160,50
15.3,0.0660448,0,160,50
15.6,0.065192,0,160,50
15.9,0.0615322,0,160,50
16.2,0.060603,0,160,50
16.5,0.057865,0,160,50
16.8,0.0567257,0,160,50
17.1,0.0556425,0,160,50
17.4,0.0553582,0,160,50
17.7,0.0549412,0,160,50
18,0.055197,0,160,50
18.3,0.0543203,0,160,50
18.6,0.0548338,0,160,50
18.9,0.052668,0,160,50
19.2,0.0524408,0,160,50
19.5,0.0533227,0,160,50
19.8,0.054174,0,160,50
20.1,0.0552778,0,160,50
20.4,0.0569935,0,160,50
20.7,0.057722,0,160,50
21,0.0581972,0,160,50
21.3,0.0586263,0,160,50
21.6,0.0593498,0,160,50
21.9,0.0586123,0,160,50
22.2,0.0592463,0,160,50
22.5,0.0608737,0,160,50
22.8,0.0621633,0,160,50
23.1,0.0630823,0,160,50
23.4,0.064642,0,160,50
23.7,0.065334,0,160,50
24,0.0662855,0,160,50
24.3,0.0665683,0,160,50
24.6,0.0666815,0,160,50
24.9,0.0672367,0,160,50
25.2,0.0670355,0,160,50
25.5,0.0682625,0,160,50
25.8,0.0693928,0,160,50
26.1,0.069522,0,160,50
26.4,0.0705113,0,160,50
26.7,0.0699823,0,160,50
27,0.069985,0,160,50
27.3,0.0697353,0,160,50
27.6,0.0698815,0,160,50
27.9,0.0688802,0,160,50
28.2,0.0690823,0,160,50
28.5,0.0685938,0,160,50
28.8,0.0678367,0,160,50
29.1,0.0676075,0,160,50
29.4,0.0676625,0,160,50
29.7,0.067227,0,160,50
30,0.0674303,0,160,50
30.3,0.0674835,0,160,50
30.6,0.0675837,0,160,50
30.9,0.067975,0,160,50
31.2,0.0684435,0,160,50
31.5,0.0701955,0,160,50
31.8,0.072131,0,160,50
32.1,0.0725872,0,160,50
32.4,0.0742052,0,160,50
32.7,0.07631,0,160,50
33,0.0782207,0,160,50
33.3,0.0797705,0,160,50
33.6,0.0818102,0,160,50
33.9,0.0829615,0,160,50
34.2,0.084696,0,160,50
34.5,0.086024,0,160,50
34.8,0.0881968,0,160,50
35.1,0.089251,0,160,50
35.4,0.0909675,0,160,50
35.7,0.0912223,0,160,50
36,0.0928245,0,160,50
36.3,0.0927158,0,160,50
36.6,0.094098,0,160,50
36.9,0.0946245,0,160,50
37.2,0.094408,0,160,50
37.5,0.0941943,0,160,50
37.8,0.0941727,0,160,50
38.1,0.094519,0,160,50
38.4,0.0949033,0,160,50
38.7,0.0957168,0,160,50
39,0.0964173,0,160,50
39.3,0.096893,0,160,50
39.6,0.0968453,0,160,50
39.9,0.0967953,0,160,50
40.2,0.0962942,0,160,50
40.5,0.0961787,0,160,50
40.8,0.0954068,0,160,50
41.1,0.094993,0,160,50
41.4,0.0951215,0,160,50
41.7,0.0950007,0,160,50
42,0.0953115,0,160,50
42.3,0.095936,0,160,50
42.6,0.0963728,0,160,50
42.9,0.0970788,0,160,50
43.2,0.0986222,0,160,50
43.5,0.100447,0,160,50
43.8,0.101811,0,160,50
44.1,0.102992,0,160,50
44.4,0.103366,0,160,50
44.7,0.104453,0,160,50
45,0.104565,0,160,50
45.3,0.104754,0,160,50
45.6,0.104816,0,160,50
45.9,0.105025,0,160,50
46.2,0.105791,0,160,50
46.5,0.10512,0,160,50
