Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
2064,50.03432422695287,50.03432422695287
2064,50.03525222558542,50.03215164240529
2064,50.036043870605894,50.03000908283871
2064,50.03670674048861,50.027895456396635
2064,50.03724809402087,50.02581037287789
2064,50.03767488111459,50.02375344734347
2064,50.037993753317636,50.02172430004556
2064,50.03821107403174,50.01972255635753
2064,50.03833292844389,50.01774784670488
2064,50.03836513317777,50.0157998064971
2064,50.03831324567179,50.01387807606046
2064,50.03818257329016,50.0119823005717
2064,50.03797818217321,50.01011212999264
2064,50.03770490583315,50.00826721900561
2064,50.03736735350133,50.006447226949824
2064,50.03696991823287,50.00465181775856
2064,50.036516784774506,50.0028806598972
2064,50.03601193720134,50.00113342630216
2064,50.03545916632797,49.99940979432053
2064,50.03486207689971,49.99770944565061
2064,50.03422409456893,49.99603206628327
2064,50.033548472662055,49.99437734644402
2064,50.0328382987422,49.99274498053591
2064,50.03209650097256,49.99113466708321
2064,50.03132585428541,49.9895461086758
2064,50.03052898636172,49.987979011914405
2064,50.02970838342592,49.9864330873564
2064,50.02886639586058,49.98490804946259
2064,50.02800524364561,49.98340361654442
2064,50.02712702162624,49.98191951071218
2064,50.02623370461436,49.98045545782369
2064,50.02532715232735,49.97901118743378
2064,50.02440911416859,49.97758643274446
2064,50.02348123385389,49.9761809305557
2064,50.022545053887626,49.974794421216934
2064,50.02160201989268,49.97342664857918
2064,50.02065348479796,49.97207735994782
2064,50.01970071288726,49.97074630603602
2064,50.01874488371311,49.96943324091877
2064,50.01778709587936,49.96813792198754
2064,50.016828370695734,49.96686010990559
2064,50.01586965570812,49.96559956856378
2064,50.01491182810776,49.964356065037116
2064,50.013955698022706,49.96312936954176
2064,50.013002011694724,49.961919255392694
2064,50.01205145454489,49.96072549896192
2064,50.01110465413084,49.959547879637235
2064,50.01016218299878,49.95838617978156
2064,50.0092245614332,49.957240184692836
2064,50.008292260107034,49.9561096825644
2064,50.007365702635305,49.954994464445996
2064,50.006445268034845,49.953894324205194
2064,50.00553129309282,49.952809058489436
2064,50.00462407464668,49.95173846668854
2064,50.003723871778114,49.95068235089769
2064,50.00283090792357,49.94964051588097
2064,50.0019453729036,49.948612769035385
2064,50.0010674248737,49.94759892035534
2064,50.00019719219875,49.9465987823976
2064,49.99933477525336,49.94561217024676
2064,49.998480248150585,49.94463890148114
2064,49.99763366040078,49.94367879613915
2064,49.9967950385031,49.942731676686144
2064,49.99596438747148,49.941797367981636
2064,49.99514169229716,49.94087569724708
2064,49.99432691934983,49.93996649403396
2064,49.993520017719135,49.9390695901924
2064,49.99272092049863,49.93818481984016
2064,49.99192954601378,49.93731201933205
2064,49.99114579899599,49.93645102722976
