Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
2365,50.16989252646243,50.16989252646243
2365,50.16854659856037,50.0674443378572
2365,50.167207412796884,50.02396111312662
2365,50.16587493609441,50.004574425462664
2365,50.1645491356903,49.99801765240733
2365,50.16322997913332,49.997250729550466
2365,50.161917434280205,49.998486774598774
2365,50.16061146929224,49.999994315524845
2365,50.15931205263187,50.001158786412056
2365,50.1580191530593,50.001882849242506
2365,50.15673273962923,50.002257214656545
2365,50.155452781687465,50.00240629987839
2365,50.15417924886771,50.00243083340727
2365,50.15291211108826,50.002396468411526
2365,50.15165133854879,50.00233987342984
2365,50.150396901727156,50.00227859898665
2365,50.14914877137624,50.00221940955538
2365,50.147906918520775,50.002163846666726
2365,50.146671314454245,50.0021113993906
2365,50.14544193073579,50.0020610571997
2365,50.144218739187146,50.00201193154377
2365,50.143001711889575,50.00196341615244
2365,50.141790821180905,50.001915159430965
2365,50.140586039652476,50.00186698584693
2365,50.13938734014624,50.001818823019505
2365,50.13819469575179,50.00177065062863
2365,50.137008079803465,50.001722470172425
2365,50.135827465877426,50.00167428953893
2365,50.13465282778886,50.00162611643854
2365,50.1334841395891,50.001577956404724
2365,50.1323213755628,50.00152981276908
2365,50.13116451022522,50.00148168725869
2365,50.13001351831937,50.001433580623534
2365,50.12886837481335,50.00138549310069
2365,50.127729054897586,50.00133742470008
2365,50.12659553398218,50.00128937535603
2365,50.12546778769422,50.0012413449953
2365,50.124345791875136,50.001193333560394
2365,50.123229522578114,50.00114534101249
2365,50.12211895606546,50.00109736732721
2365,50.12101406880604,50.00104941248939
2365,50.119914837472784,50.00100147648881
2365,50.11882123894007,50.00095355931763
2365,50.11773325028131,50.00090566096883
2365,50.116650848766405,50.00085778143558
2365,50.11557401185932,50.00080992071092
2365,50.114502717215665,50.00076207878776
2365,50.11343694268024,50.00071425565887
2365,50.11237666628469,50.00066645131695
2365,50.11132186624511,50.000618665754665
2365,50.11027252095971,50.000570898964625
2365,50.109228609006486,50.00052315093946
2365,50.10819010914093,50.000475421671794
2365,50.10715700029373,50.00042771115425
2365,50.10612926156853,50.00038001937947
2365,50.105106872239695,50.00033234634009
2365,50.10408981175006,50.00028469202873
2365,50.10307805970878,50.000237056438046
2365,50.10207159588912,50.000189439560685
2365,50.10107040022633,50.0001418413893
2365,50.10007445281548,50.00009426191653
2365,50.09908373390937,50.000046701135034
2365,50.09809822391644,49.99999915903747
2365,50.09711790339867,49.9999516356165
2365,50.09614275306956,49.999904130864785
2365,50.09517275379207,49.999856644774994
2365,50.09420788657664,49.99980917733979
2365,50.09324813257915,49.999761728551846
2365,50.09229347309899,49.999714298403845
2365,50.09134388957709,49.999666886888456
2365,50.09039936359397,49.99961949399835
2365,50.08945987686784,49.99957211972624
2365,50.08852541125272,49.99952476406478
2365,50.087595948736514,49.999477427006674
2365,50.0866714714392,49.999430108544615
2365,50.08575196161096,49.9993828086713
2365,50.08483740163037,49.999335527379415
2365,50.083927774002575,49.999288264661665
2365,50.08302306135756,49.99924102051076
2365,50.0821232464483,49.9991937949194
2365,50.08122831214908,49.9991465878803
2365,50.080338241453745,49.999099399386154
2365,50.07945301747395,49.9990522294297
2365,50.07857262343752,49.99900507800364
2365,50.077697042686744,49.998957945100706
2365,50.07682625867669,49.99891083071361
2365,50.07596025497362,49.99886373483508
2365,50.07509901525331,49.99881665745786
2365,50.07424252329946,49.99876959857466
2365,50.07339076300211,49.99872255817823
2365,50.07254371835606,49.9986755362613
2365,50.07170137345929,49.99862853281662
2365,50.07086371251146,49.99858154783692
2365,50.07003071981234,49.99853458131495
2365,50.06920237976033,49.998487633243464
2365,50.06837867685094,49.998440703615216
2365,50.06755959567537,49.99839379242295
2365,50.06674512091896,49.99834689965943
2365,50.06593523735983,49.99830002531742
2365,50.065129929867396,49.99825316938968
2365,50.06432918340098,49.99820633186897
2365,50.063532983008415,49.99815951274807
2365,50.06274131382464,49.99811271201974
2365,50.061954161070354,49.99806592967676
2365,50.06117151005067,49.998019165711916
2365,50.060393346153745,49.997972420117975
2365,50.0596196548495,49.997925692887726
2365,50.05885042168827,49.99787898401396
2365,50.05808563229955,49.99783229348945
2365,50.05732527239071,49.997785621307
2365,50.05656932774572,49.99773896745941
2365,50.05581778422388,49.99769233193946
2365,50.05507062775867,49.99764571473997
2365,50.05432784435641,49.997599115853724
2365,50.05358942009517,49.99755253527354
2365,50.05285534112351,49.99750597299222
2365,50.05212559365931,49.99745942900258
2365,50.051400163988646,49.99741290329744
2365,50.05067903846459,49.9973663958696
2365,50.0499622035061,49.997319906711894
2365,50.0492496455969,49.997273435817135
2365,50.04854135128438,49.99722698317816
2365,50.04783730717846,49.99718054878779
2365,50.047137499950566,49.99713413263885
2365,50.04644191633251,49.99708773472419
2365,50.04575054311547,49.997041355036636
2365,50.04506336714891,49.996994993569025
2365,50.044380375339614,49.99694865031421
2365,50.04370155465059,49.996902325265026
2365,50.04302689210012,49.99685601841433
2365,50.042356374760764,49.99680972975496
2365,50.041689989758346,49.996763459279784
2365,50.04102772427104,49.99671720698165
2365,50.04036956552836,49.99667097285342
2365,50.03971550081026,49.996624756887954
2365,50.03906551744619,49.996578559078124
2365,50.03841960281417,49.99653237941679
2365,50.037777744339905,49.99648621789682
2365,50.037139929495865,49.9964400745111
2365,50.03650614580041,49.99639394925249
2365,50.03587638081693,49.99634784211388
2365,50.035250622153,49.99630175308815
2365,50.03462885745948,49.99625568216818
2365,50.03401107442973,49.996209629346865
2365,50.033397260798765,49.99616359461709
2365,50.03278740434244,49.996117577971745
2365,50.03218149287666,49.996071579403726
2365,50.031579514256556,49.99602559890594
2365,50.030981456375756,49.99597963647128
2365,50.03038730716556,49.995933692092656
2365,50.02979705459423,49.995887765762966
2365,50.02921068666621,49.99584185747513
2365,50.0286281914214,49.99579596722205
2365,50.02804955693441,49.99575009499665
2365,50.0274747713139,49.995704240791845
2365,50.0269038227018,49.995658404600555
2365,50.026336699272655,49.9956125864157
2365,50.025773389232945,49.99556678623021
2365,50.02521388082038,49.99552100403702
2365,50.02465816230327,49.995475239829055
2365,50.024106221979835,49.995429493599254
2365,50.02355804817758,49.99538376534054
2365,50.02301362925265,49.99533805504587
