time,delta_freq,event,power,f0
0,0.0154793,0,100,50
0.3,0.014407,0,100,50
0.6,0.014459,0,100,50
0.9,0.012827,0,100,50
1.2,0.0141047,0,100,50
1.5,0.011357,0,100,50
1.8,0.0160133,0,100,50
2.1,0.0121737,0,100,50
2.4,0.0157427,0,100,50
2.7,0.016625,0,100,50
3,0.0163773,0,100,50
3.3,0.0161207,0,100,50
3.6,0.0166333,0,100,50
3.9,0.0221393,0,100,50
4.2,0.0164847,0,100,50
4.5,0.0144567,0,100,50
4.8,0.0117793,0,100,50
5.1,0.0117313,0,100,50
5.4,0.00879,0,100,50
5.7,0.00512633,0,100,50
6,0.00580167,0,100,50
6.3,0.003481,0,100,50
6.6,-0.00136467,0,100,50
6.9,-0.000900333,0,100,50
7.2,-0.003053,0,100,50
7.5,0.000617333,0,100,50
7.8,-0.0110927,0,100,50
8.1,-0.007612,0,100,50
8.4,-0.005504,0,100,50
8.7,-0.011209,0,100,50
9,-0.00813167,0,100,50
9.3,-0.0121217,0,100,50
9.6,-0.0123817,0,100,50
9.9,-0.012307,0,100,50
10.2,-0.0156267,0,100,50
10.5,-0.0166717,0,100,50
10.8,-0.019804,0,100,50
11.1,-0.02168,0,100,50
11.4,-0.0255307,0,100,50
11.7,-0.026658,0,100,50
12,-0.031851,0,100,50
12.3,-0.0308113,0,100,50
12.6,-0.0334553,0,100,50
12.9,-0.030464,0,100,50
13.2,-0.0357653,0,100,50
13.5,-0.033336,0,100,50
13.8,-0.0348473,0,100,50
14.1,-0.0363307,0,100,50
14.4,-0.0324127,0,100,50
14.7,-0.0348767,0,100,50
15,-0.032532,0,100,50
15.3,-0.032478,0,100,50
15.6,-0.0325567,0,100,50
15.9,-0.0288163,0,100,50
16.2,-0.0342217,0,100,50
16.5,-0.0316947,0,100,50
16.8,-0.034815,0,100,50
17.1,-0.0321857,0,100,50
17.4,-0.031386,0,100,50
17.7,-0.0362397,0,100,50
18,-0.0327963,0,100,50
18.3,-0.033605,0,100,50
18.6,-0.035784,0,100,50
18.9,-0.0315143,0,100,50
19.2,-0.033222,0,100,50
19.5,-0.0348443,0,100,50
19.8,-0.0296327,0,100,50
20.1,-0.028762,0,100,50
20.4,-0.0296887,0,100,50
20.7,-0.0322203,0,100,50
21,-0.0288227,0,100,50
21.3,-0.0312883,0,100,50
21.6,-0.0327897,0,100,50
21.9,-0.0287053,0,100,50
22.2,-0.0319577,0,100,50
