time,delta_freq,event,power,f0
0,-0.0369198,0,160,50
0.3,-0.035388,0,160,50
0.6,-0.0345135,0,160,50
0.9,-0.0314518,0,160,50
1.2,-0.0306655,0,160,50
1.5,-0.0296963,0,160,50
1.8,-0.0272305,0,160,50
2.1,-0.024377,0,160,50
2.4,-0.0211235,0,160,50
2.7,-0.0200717,0,160,50
3,-0.01835,0,160,50
3.3,-0.0185352,0,160,50
3.6,-0.0168695,0,160,50
3.9,-0.0187835,0,160,50
4.2,-0.017643,0,160,50
4.5,-0.0172197,0,160,50
4.8,-0.018884,0,160,50
5.1,-0.0180905,0,160,50
5.4,-0.0187002,0,160,50
5.7,-0.0218105,0,160,50
6,-0.022807,0,160,50
6.3,-0.025773,0,160,50
6.6,-0.028796,0,160,50
6.9,-0.0295528,0,160,50
7.2,-0.0292403,0,160,50
7.5,-0.0296715,0,160,50
7.8,-0.0309085,0,160,50
8.1,-0.0322495,0,160,50
8.4,-0.0317797,0,160,50
8.7,-0.032898,0,160,50
9,-0.0303782,0,160,50
9.3,-0.0341315,0,160,50
9.6,-0.0364217,0,160,50
9.9,-0.0385452,0,160,50
10.2,-0.0411193,0,160,50
10.5,-0.041625,0,160,50
10.8,-0.0419863,0,160,50
11.1,-0.042581,0,160,50
11.4,-0.0442323,0,160,50
11.7,-0.0464433,0,160,50
12,-0.0507895,0,160,50
12.3,-0.0507257,0,160,50
12.6,-0.0512218,0,160,50
12.9,-0.0512885,0,160,50
13.2,-0.0530657,0,160,50
13.5,-0.0535833,0,160,50
13.8,-0.0514975,0,160,50
14.1,-0.0516783,0,160,50
14.4,-0.0509062,0,160,50
14.7,-0.0499288,0,160,50
15,-0.0464743,0,160,50
15.3,-0.046553,0,160,50
15.6,-0.045701,0,160,50
15.9,-0.0465813,0,160,50
16.2,-0.0499262,0,160,50
16.5,-0.0500225,0,160,50
16.8,-0.0483765,0,160,50
17.1,-0.0470323,0,160,50
17.4,-0.0481243,0,160,50
17.7,-0.0476618,0,160,50
18,-0.047281,0,160,50
18.3,-0.0465393,0,160,50
18.6,-0.0460872,0,160,50
18.9,-0.0465605,0,160,50
19.2,-0.0486805,0,160,50
19.5,-0.0465783,0,160,50
19.8,-0.0487887,0,160,50
20.1,-0.051349,0,160,50
20.4,-0.05143,0,160,50
20.7,-0.0529893,0,160,50
