Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
1805,49.94076509856933,49.94076509856933
1805,49.94066281109199,49.940519252133484
1805,49.94051735597999,49.940272053489586
1805,49.940331018272616,49.94002522040877
1805,49.9401059954622,49.93977875348823
1805,49.93984440012295,49.93953265332142
1805,49.93954826247693,49.93928692049807
1805,49.93921953289841,49.93904155560413
1805,49.93886008435788,49.938796559221835
1805,49.93847171480672,49.9385519319297
1805,49.93805614950387,49.93830767430252
1805,49.93761504328549,49.93806378691135
1805,49.93714998277873,49.937820270323556
1805,49.93666248856079,49.937577125102784
1805,49.93615401726432,49.937334351809
1805,49.93562596363011,49.93709195099846
1805,49.9350796625083,49.93684992322373
1805,49.934516390809016,49.93660826903373
1805,49.933937369403424,49.93636698897365
1805,49.933343764976335,49.93612608358505
1805,49.93273669183116,49.935885553405825
1805,49.93211721364833,49.93564539897019
1805,49.931486345198074,49.935405620808716
1805,49.930845054008415,49.93516621944835
1805,49.93019426198948,49.934927195412364
1805,49.9295348470148,49.934688549220425
1805,49.92886764446071,49.934450281388564
1805,49.92819344870456,49.934212392429174
1805,49.92751301458267,49.933974882851054
1805,49.926827058808875,49.93373775315938
1805,49.92613626135443,49.93350100385573
1805,49.92544126679022,49.93326463543808
1805,49.92474268559195,49.93302864840081
1805,49.9240410954091,49.93279304323472
1805,49.923337042298606,49.932557820427036
1805,49.92263104192378,49.93232298046139
1805,49.921923580719394,49.932088523817875
1805,49.92121511702365,49.93185445097299
1805,49.92050608217761,49.9316207623997
1805,49.91979688159305,49.93138745856741
1805,49.919087895789204,49.93115453994198
1805,49.91837948139925,49.93092200698574
1805,49.91767197214709,49.930689860157486
1805,49.91696567979523,49.93045809991248
1805,49.91626089506425,49.93022672670247
1805,49.91555788852463,49.92999574097569
1805,49.914856911461584,49.92976514317688
1805,49.91415819671331,49.92953493374724
1805,49.91346195948358,49.92930511312452
1805,49.91276839812899,49.92907568174295
1805,49.91207769492165,49.92884664003329
1805,49.91139001678773,49.92861798842282
1805,49.910705516022595,49.92838972733534
1805,49.91002433098295,49.92816185719121
1805,49.909346586756584,49.9279343784073
1805,49.908672395810314,49.92770729139705
1805,49.90800185861653,49.92748059657044
1805,49.90733506425896,49.92725429433402
1805,49.90667209101815,49.9270283850909
1805,49.90601300693707,49.92680286924076
1805,49.90535787036749,49.92657774717986
1805,49.90470673049738,49.926353019301054
1805,49.904059627860114,49.926128685993774
1805,49.90341659482561,49.92590474764405
1805,49.902777656074065,49.92568120463451
1805,49.90214282905274,49.925458057344414
1805,49.90151212441606,49.92523530614961
1805,49.9008855464496,49.92501295142258
1805,49.90026309347841,49.92479099353244
1805,49.899644758259896,49.92456943284492
1805,49.89903052836189,49.924348269722415
1805,49.89842038652613,49.92412750452395
1805,49.89781431101762,49.9239071376052
1805,49.897212275960236,49.92368716931851
1805,49.89661425165895,49.92346760001289
1805,49.89602020490906,49.92324843003401
1805,49.89543009929264,49.923029659724214
1805,49.89484389546285,49.922811289422555
1805,49.89426155141613,49.92259331946475
1805,49.893683022752825,49.922375750183235
1805,49.89310826292651,49.92215858190713
1805,49.892537223482265,49.92194181496226
1805,49.89196985428438,49.92172544967118
1805,49.891406103733615,49.921509486353166
1805,49.89084591897443,49.921293925324214
1805,49.89028924609247,49.92107876689706
1805,49.88973603030258,49.92086401138117
1805,49.889186216127584,49.92064965908277
1805,49.88863974756822,49.92043571030482
1805,49.88809656826438,49.92022216534707
1805,49.887556621648024,49.920009024506
1805,49.887019851087935,49.919796288074885
1805,49.88648620002668,49.91958395634377
1805,49.885955612109875,49.919372029599494
1805,49.885428031308166,49.91916050812566
1805,49.88490340203201,49.9189493922027
1805,49.88438166923965,49.91873868210783
1805,49.88386277853832,49.918528378115084
1805,49.88334667627908,49.91831848049531
1805,49.882833309645385,49.91810898951617
1805,49.88232262673563,49.91789990544218
1805,49.881814576639925,49.91769122853465
1805,49.88130910951125,49.91748295905177
1805,49.880806176631125,49.91727509724855
1805,49.88030573047022,49.91706764337688
1805,49.87980772474374,49.91686059768549
1805,49.87931211446217,49.916653960419985
1805,49.878818855977165,49.91644773182284
1805,49.87832790702311,49.916241912133415
1805,49.877839226754254,49.91603650158795
1805,49.87735277577771,49.91583150041958
1805,49.87686851618254,49.915626908858336
1805,49.876386411564894,49.915422727131165
1805,49.87590642704958,49.91521895546191
1805,49.87542852930801,49.915015594071335
1805,49.87495268657287,49.91481264317714
1805,49.87447886864946,49.91461010299395
1805,49.874007046924,49.91440797373331
1805,49.873537194368936,49.914206255603744
1805,49.87306928554545,49.914004948810685
1805,49.87260329660326,49.91380405355656
1805,49.87213920527781,49.913603570040735
1805,49.8716769908851,49.913403498459544
1805,49.87121663431404,49.91320383900631
1805,49.870758118016724,49.913004591871335
1805,49.870301425996516,49.9128057572419
1805,49.86984654379418,49.91260733530228
1805,49.86939345847207,49.912409326233785
1805,49.86894215859658,49.91221173021468
1805,49.86849263421888,49.91201454742028
1805,49.86804487685407,49.91181777802291
1805,49.86759887945884,49.911621422191914
1805,49.86715463640768,49.91142548009368
1805,49.86671214346788,49.91122995189165
1805,49.86627139777313,49.91103483774628
1805,49.86583239779618,49.91084013781509
1805,49.86539514332024,49.910645852252685
1805,49.8649596354095,49.91045198121069
1805,49.864525876378735,49.910258524837836
1805,49.86409386976202,49.91006548327993
1805,49.863663620280725,49.90987285667984
1805,49.86323513381077,49.90968064517755
1805,49.862808417349285,49.90948884891014
1805,49.8623834789807,49.90929746801178
1805,49.861960327842276,49.90910650261376
1805,49.86153897408925,49.90891595284449
1805,49.86111942885958,49.90872581882949
1805,49.86070170423833,49.90853610069142
1805,49.8602858132218,49.90834679855009
1805,49.85987176968141,49.90815791252243
1805,49.859459588327454,49.907969442722525
1805,49.859049284672665,49.90778138926163
1805,49.858640874995714,49.90759375224814
1805,49.858234376304736,49.907406531787636
1805,49.85782980630074,49.90721972798288
1805,49.85742718334118,49.90703334093378
1805,49.85702652640356,49.90684737073748
1805,49.85662785504914,49.90666181748829
1805,49.85623118938687,49.90647668127773
1805,49.85583655003744,49.906291962194516
1805,49.85544395809761,49.9061076603246
1805,49.855053435104814,49.905923775751134
1805,49.85466500300198,49.905740308554506
1805,49.85427868410274,49.90555725881234
1805,49.85389450105693,49.90537462659949
1805,49.85351247681654,49.905192411988075
1805,49.85313263460196,49.90501061504745
1805,49.85275499786875,49.90482923584424
1805,49.85237959027472,49.90464827444232
1805,49.85200643564765,49.904467730902866
1805,49.85163555795334,49.90428760528431
1805,49.85126698126419,49.90410789764236
1805,49.850900729728416,49.90392860803006
1805,49.85053682753963,49.903749736497694
1805,49.85017529890711,49.90357128309291
1805,49.84981616802655,49.90339324786061
1805,49.84945945905143,49.90321563084307
1805,49.84910519606499,49.903038432079846
1805,49.84875340305274,49.90286165160784
1805,49.84840410387567,49.90268528946131
1805,49.848057322244046,49.902509345671824
1805,49.847713081691786,49.902333820268325
1805,49.8473714055516,49.9021587132771
1805,49.84703231693063,49.90198402472182
1805,49.84669583868686,49.90180975462349
1805,49.84636199340614,49.901635903000525
1805,49.84603080337987,49.901462469868704
1805,49.84570229058333,49.9012894552412
1805,49.84537647665477,49.901116859128585
1805,49.845053382875044,49.90094468153883
1805,49.84473303014804,49.90077292247732
1805,49.84441543898172,49.900601581946844
1805,49.84410062946986,49.900430659947624
1805,49.843788621274435,49.9002601564773
1805,49.843479433608756,49.900090071530954
1805,49.84317308522121,49.89992040510111
1805,49.84286959437969,49.89975115717774
1805,49.84256897885676,49.899582327748256
1805,49.8422712559154,49.89941391679755
1805,49.841976442295476,49.89924592430797
1805,49.84168455420085,49.899078350259344
1805,49.841395607287204,49.89891119462897
1805,49.841109616650414,49.89874445739164
1805,49.840826596815674,49.89857813851964
1805,49.84054656172725,49.898412237982754
1805,49.840269524738815,49.89824675574827
1805,49.83999549860448,49.89808169178098
1805,49.83972449547044,49.89791704604321
1805,49.839456526867224,49.897752818494816
1805,49.839191603702574,49.89758900909316
1805,49.83892973625494,49.89742561779317
1805,49.83867093416756,49.89726264454729
1805,49.83841520644313,49.897100089305546
1805,49.83816256143909,49.8969379520155
1805,49.83791300686344,49.89677623262229
1805,49.83766654977115,49.896614931068605
1805,49.837423196561176,49.896454047294746
1805,49.837182952973905,49.89629358123857
1805,49.83694582408927,49.89613353283553
1805,49.83671181432532,49.89597390201867
1805,49.83648092743734,49.895814688718644
1805,49.83625316651749,49.89565589286372
1805,49.83602853399491,49.895497514379784
1805,49.835807031636385,49.895339553190325
1805,49.83558866054742,49.89518200921648
1805,49.83537342117384,49.895024882377
1805,49.83516131330383,49.89486817258831
1805,49.834952336070444,49.89471187976445
1805,49.83474648795453,49.89455600381713
1805,49.834543766788116,49.894400544655724
1805,49.83434416975818,49.89424550218727
1805,49.83414769341092,49.89409087631647
1805,49.83395433365626,49.89393666694572
1805,49.83376408577293,49.8937828739751
1805,49.83357694441378,49.89362949730238
1805,49.83339290361157,49.893476536823016
1805,49.83321195678503,49.893323992430204
1805,49.8330340967453,49.893171864014825
1805,49.83285931570276,49.89302015146548
1805,49.832687605274046,49.8928688546685
1805,49.832518956489544,49.89271797350796
1805,49.832353359801075,49.89256750786566
1805,49.8321908050899,49.89241745762113
1805,49.832031281675015,49.89226782265168
1805,49.83187477832173,49.89211860283237
1805,49.831721283250474,49.89196979803601
1805,49.83157078414587,49.89182140813318
1805,49.83142326816602,49.89167343299226
1805,49.8312787219521,49.89152587247939
1805,49.83113713163806,49.89137872645851
