index,time,delta_freq,event,power,f0
0,0,-0.138964,0,101,50
15,0.3,-0.140438,0,101,50
30,0.6,-0.142563,0,101,50
45,0.9,-0.146136,0,101,50
60,1.2,-0.149888,0,101,50
75,1.5,-0.151628,0,101,50
90,1.8,-0.151671,0,101,50
105,2.1,-0.151806,0,101,50
120,2.4,-0.15106,0,101,50
135,2.7,-0.149195,0,101,50
150,3,-0.14658,0,101,50
165,3.3,-0.143761,0,101,50
180,3.6,-0.138351,0,101,50
195,3.9,-0.133979,0,101,50
210,4.2,-0.128368,0,101,50
225,4.5,-0.124701,0,101,50
240,4.8,-0.119495,0,101,50
255,5.1,-0.114675,0,101,50
270,5.4,-0.112008,0,101,50
285,5.7,-0.107739,0,101,50
300,6,-0.103459,0,101,50
315,6.3,-0.0995532,0,101,50
330,6.6,-0.093912,0,101,50
345,6.9,-0.0893597,0,101,50
360,7.2,-0.08239,0,101,50
375,7.5,-0.0773338,0,101,50
390,7.8,-0.0712828,0,101,50
405,8.1,-0.0659098,0,101,50
420,8.4,-0.0614795,0,101,50
435,8.7,-0.0585912,0,101,50
450,9,-0.0562467,0,101,50
465,9.3,-0.0560385,0,101,50
480,9.6,-0.0539945,0,101,50
495,9.9,-0.053509,0,101,50
510,10.2,-0.0516207,0,101,50
525,10.5,-0.0493398,0,101,50
540,10.8,-0.0456035,0,101,50
555,11.1,-0.042526,0,101,50
570,11.4,-0.0397153,0,101,50
585,11.7,-0.0375967,0,101,50
600,12,-0.0361778,0,101,50
615,12.3,-0.034437,0,101,50
630,12.6,-0.0325897,0,101,50
645,12.9,-0.032974,0,101,50
660,13.2,-0.0329408,0,101,50
675,13.5,-0.0328703,0,101,50
690,13.8,-0.033487,0,101,50
705,14.1,-0.0335612,0,101,50
720,14.4,-0.0360882,0,101,50
735,14.7,-0.0379517,0,101,50
750,15,-0.040803,0,101,50
765,15.3,-0.042832,0,101,50
780,15.6,-0.0450745,0,101,50
795,15.9,-0.0477542,0,101,50
810,16.2,-0.0480297,0,101,50
825,16.5,-0.0480278,0,101,50
840,16.8,-0.0483905,0,101,50
855,17.1,-0.0487428,0,101,50
870,17.4,-0.0500535,0,101,50
885,17.7,-0.0504095,0,101,50
900,18,-0.0514712,0,101,50
915,18.3,-0.0514742,0,101,50
930,18.6,-0.0499857,0,101,50
945,18.9,-0.0487573,0,101,50
960,19.2,-0.0462385,0,101,50
975,19.5,-0.0454567,0,101,50
990,19.8,-0.0461795,0,101,50
1005,20.1,-0.046482,0,101,50
1020,20.4,-0.0482882,0,101,50
1035,20.7,-0.0499928,0,101,50
1050,21,-0.0518397,0,101,50
1065,21.3,-0.054272,0,101,50
1080,21.6,-0.0550305,0,101,50
1095,21.9,-0.0560823,0,101,50
1110,22.2,-0.057767,0,101,50
1125,22.5,-0.0600338,0,101,50
1140,22.8,-0.0622702,0,101,50
1155,23.1,-0.061825,0,101,50
1170,23.4,-0.0616885,0,101,50
1185,23.7,-0.0625677,0,101,50
1200,24,-0.0619437,0,101,50
1215,24.3,-0.0607735,0,101,50
1230,24.6,-0.0609763,0,101,50
1245,24.9,-0.062265,0,101,50
1260,25.2,-0.0627865,0,101,50
1275,25.5,-0.0647503,0,101,50
1290,25.8,-0.0658875,0,101,50
1305,26.1,-0.0668903,0,101,50
1320,26.4,-0.068744,0,101,50
1335,26.7,-0.0691762,0,101,50
1350,27,-0.0689045,0,101,50
1365,27.3,-0.0703357,0,101,50
1380,27.6,-0.071448,0,101,50
1395,27.9,-0.0723723,0,101,50
1410,28.2,-0.0733175,0,101,50
1425,28.5,-0.0740068,0,101,50
1440,28.8,-0.0736418,0,101,50
1455,29.1,-0.0751825,0,101,50
1470,29.4,-0.0755887,0,101,50
1485,29.7,-0.074413,0,101,50
1500,30,-0.073959,0,101,50
1515,30.3,-0.0740782,0,101,50
1530,30.6,-0.0739708,0,101,50
1545,30.9,-0.0734822,0,101,50
1560,31.2,-0.0708915,0,101,50
1575,31.5,-0.0708202,0,101,50
1590,31.8,-0.0707,0,101,50
1605,32.1,-0.0700215,0,101,50
1620,32.4,-0.0686895,0,101,50
1635,32.7,-0.0671765,0,101,50
1650,33,-0.067701,0,101,50
1665,33.3,-0.0685517,0,101,50
1680,33.6,-0.0696432,0,101,50
1695,33.9,-0.069978,0,101,50
1710,34.2,-0.0700843,0,101,50
1725,34.5,-0.07009,0,101,50
1740,34.8,-0.0701522,0,101,50
1755,35.1,-0.0699208,0,101,50
1770,35.4,-0.0717262,0,101,50
1785,35.7,-0.0720597,0,101,50
1800,36,-0.0727985,0,101,50
1815,36.3,-0.0752122,0,101,50
1830,36.6,-0.0785215,0,101,50
1845,36.9,-0.0819655,0,101,50
1860,37.2,-0.0851748,0,101,50
1875,37.5,-0.0862927,0,101,50
1890,37.8,-0.0895615,0,101,50
1905,38.1,-0.0921288,0,101,50
1920,38.4,-0.0935195,0,101,50
1935,38.7,-0.0954525,0,101,50
1950,39,-0.097043,0,101,50
1965,39.3,-0.0971715,0,101,50
1980,39.6,-0.0965872,0,101,50
1995,39.9,-0.0966712,0,101,50
2010,40.2,-0.0936942,0,101,50
2025,40.5,-0.0919308,0,101,50
2040,40.8,-0.0891343,0,101,50
2055,41.1,-0.0870005,0,101,50
2070,41.4,-0.0863035,1,101,50
2085,41.7,-0.101909,1,101,50
2100,42,-0.115729,1,101,50
2115,42.3,-0.128841,1,101,50
2130,42.6,-0.141565,1,101,50
2145,42.9,-0.156844,1,101,50
2160,43.2,-0.169491,1,101,50
2175,43.5,-0.179496,1,101,50
2190,43.8,-0.187312,1,101,50
2205,44.1,-0.194384,1,101,50
2220,44.4,-0.201176,1,101,50
2235,44.7,-0.206517,1,101,50
2250,45,-0.211169,1,101,50
2265,45.3,-0.214257,1,101,50
2280,45.6,-0.217335,1,101,50
2295,45.9,-0.220734,1,101,50
2310,46.2,-0.220543,1,101,50
2325,46.5,-0.221036,1,101,50
2340,46.8,-0.22107,1,101,50
2355,47.1,-0.228059,1,101,50
2370,47.4,-0.237386,1,101,50
2385,47.7,-0.245275,1,101,50
2400,48,-0.252516,1,101,50
2415,48.3,-0.258531,1,101,50
