index,time,delta_freq,event,power,f0
0,0,-0.0294563,0,153,50
15,0.3,-0.0281267,0,153,50
30,0.6,-0.0259785,0,153,50
45,0.9,-0.0271502,0,153,50
60,1.2,-0.0266015,0,153,50
75,1.5,-0.025072,0,153,50
90,1.8,-0.025419,0,153,50
105,2.1,-0.0247758,0,153,50
120,2.4,-0.0234135,0,153,50
135,2.7,-0.0228642,0,153,50
150,3,-0.0244278,0,153,50
165,3.3,-0.0270467,0,153,50
180,3.6,-0.028265,0,153,50
195,3.9,-0.0275853,0,153,50
210,4.2,-0.027433,0,153,50
225,4.5,-0.0281508,0,153,50
240,4.8,-0.029101,0,153,50
255,5.1,-0.0307587,0,153,50
270,5.4,-0.0282372,0,153,50
285,5.7,-0.028394,0,153,50
300,6,-0.0305362,0,153,50
315,6.3,-0.029127,0,153,50
330,6.6,-0.027241,0,153,50
345,6.9,-0.027787,0,153,50
360,7.2,-0.0281338,0,153,50
375,7.5,-0.0253333,0,153,50
390,7.8,-0.0262595,0,153,50
405,8.1,-0.0255175,0,153,50
420,8.4,-0.0272112,0,153,50
435,8.7,-0.0251215,0,153,50
450,9,-0.0246893,0,153,50
465,9.3,-0.0272042,0,153,50
480,9.6,-0.0267617,0,153,50
495,9.9,-0.0239635,0,153,50
510,10.2,-0.0258445,0,153,50
525,10.5,-0.0268795,0,153,50
540,10.8,-0.0259005,0,153,50
555,11.1,-0.0263013,0,153,50
570,11.4,-0.0266845,0,153,50
585,11.7,-0.027932,0,153,50
600,12,-0.026554,0,153,50
615,12.3,-0.0269688,0,153,50
630,12.6,-0.0281152,0,153,50
645,12.9,-0.0292447,0,153,50
660,13.2,-0.0307355,0,153,50
675,13.5,-0.03208,0,153,50
690,13.8,-0.0341418,0,153,50
705,14.1,-0.0367945,0,153,50
720,14.4,-0.0379915,0,153,50
735,14.7,-0.039916,0,153,50
750,15,-0.0411287,0,153,50
765,15.3,-0.0434965,0,153,50
780,15.6,-0.0472905,0,153,50
795,15.9,-0.0465835,0,153,50
810,16.2,-0.0481255,0,153,50
825,16.5,-0.0495075,0,153,50
840,16.8,-0.0497695,0,153,50
855,17.1,-0.0485718,0,153,50
870,17.4,-0.047193,0,153,50
885,17.7,-0.0510432,0,153,50
900,18,-0.048536,0,153,50
915,18.3,-0.0473845,0,153,50
930,18.6,-0.0464735,0,153,50
945,18.9,-0.0485452,0,153,50
960,19.2,-0.049778,0,153,50
975,19.5,-0.049374,0,153,50
990,19.8,-0.0499242,0,153,50
1005,20.1,-0.050745,0,153,50
1020,20.4,-0.051376,0,153,50
1035,20.7,-0.052642,0,153,50
1050,21,-0.0528355,0,153,50
1065,21.3,-0.053786,0,153,50
1080,21.6,-0.054695,0,153,50
1095,21.9,-0.0535545,0,153,50
1110,22.2,-0.0540868,0,153,50
1125,22.5,-0.0559235,0,153,50
1140,22.8,-0.0567273,0,153,50
1155,23.1,-0.0598502,0,153,50
1170,23.4,-0.0612335,0,153,50
1185,23.7,-0.0639848,0,153,50
1200,24,-0.0681708,0,153,50
1215,24.3,-0.0663493,0,153,50
1230,24.6,-0.070483,0,153,50
1245,24.9,-0.0723107,0,153,50
1260,25.2,-0.0772707,0,153,50
1275,25.5,-0.0761305,0,153,50
1290,25.8,-0.0781518,0,153,50
1305,26.1,-0.0817877,0,153,50
1320,26.4,-0.082812,0,153,50
1335,26.7,-0.083377,0,153,50
1350,27,-0.0829458,0,153,50
1365,27.3,-0.0830917,0,153,50
1380,27.6,-0.083307,0,153,50
1395,27.9,-0.0815445,0,153,50
1410,28.2,-0.0812892,0,153,50
1425,28.5,-0.0814228,0,153,50
1440,28.8,-0.0799538,0,153,50
1455,29.1,-0.0783035,0,153,50
1470,29.4,-0.0768842,0,153,50
1485,29.7,-0.0778802,0,153,50
1500,30,-0.0764078,0,153,50
1515,30.3,-0.0728755,0,153,50
1530,30.6,-0.0723707,0,153,50
1545,30.9,-0.071536,0,153,50
1560,31.2,-0.0693472,0,153,50
1575,31.5,-0.0663345,0,153,50
1590,31.8,-0.0663285,0,153,50
1605,32.1,-0.0649758,0,153,50
1620,32.4,-0.061694,0,153,50
1635,32.7,-0.058464,0,153,50
1650,33,-0.056932,0,153,50
1665,33.3,-0.0556345,0,153,50
1680,33.6,-0.0527445,0,153,50
1695,33.9,-0.048652,0,153,50
1710,34.2,-0.049114,0,153,50
1725,34.5,-0.0456868,0,153,50
1740,34.8,-0.0455013,0,153,50
1755,35.1,-0.0429362,0,153,50
1770,35.4,-0.0417712,0,153,50
1785,35.7,-0.041926,0,153,50
1800,36,-0.04209,0,153,50
1815,36.3,-0.040793,0,153,50
1830,36.6,-0.0419015,0,153,50
1845,36.9,-0.0408605,0,153,50
1860,37.2,-0.0434735,0,153,50
1875,37.5,-0.0431448,0,153,50
1890,37.8,-0.0434183,0,153,50
1905,38.1,-0.0444198,0,153,50
1920,38.4,-0.045734,0,153,50
1935,38.7,-0.0452662,0,153,50
1950,39,-0.0442585,0,153,50
1965,39.3,-0.04707,0,153,50
1980,39.6,-0.04695,0,153,50
1995,39.9,-0.0472493,0,153,50
2010,40.2,-0.0494378,0,153,50
2025,40.5,-0.0521123,0,153,50
2040,40.8,-0.0524307,0,153,50
2055,41.1,-0.05269,0,153,50
2070,41.4,-0.0536685,0,153,50
2085,41.7,-0.0540132,0,153,50
2100,42,-0.0543505,0,153,50
2115,42.3,-0.0518705,0,153,50
2130,42.6,-0.05474,0,153,50
2145,42.9,-0.0551173,0,153,50
2160,43.2,-0.0546163,0,153,50
2175,43.5,-0.055602,0,153,50
2190,43.8,-0.0556965,0,153,50
2205,44.1,-0.0554587,0,153,50
2220,44.4,-0.0563325,0,153,50
2235,44.7,-0.0571085,0,153,50
2250,45,-0.0613695,0,153,50
2265,45.3,-0.0661147,0,153,50
2280,45.6,-0.0670932,0,153,50
2295,45.9,-0.0660405,0,153,50
2310,46.2,-0.068976,0,153,50
2325,46.5,-0.070573,0,153,50
2340,46.8,-0.0683725,0,153,50
2355,47.1,-0.0721725,0,153,50
2370,47.4,-0.0721737,0,153,50
2385,47.7,-0.0730322,0,153,50
2400,48,-0.0727105,0,153,50
2415,48.3,-0.073284,0,153,50
2430,48.6,-0.0754245,0,153,50
2445,48.9,-0.076204,0,153,50
2460,49.2,-0.0757705,0,153,50
2475,49.5,-0.07661,0,153,50
2490,49.8,-0.0764888,0,153,50
2505,50.1,-0.0802415,0,153,50
2520,50.4,-0.0781402,0,153,50
2535,50.7,-0.0788498,0,153,50
2550,51,-0.0790312,0,153,50
2565,51.3,-0.0804752,0,153,50
2580,51.6,-0.0808263,0,153,50
2595,51.9,-0.078229,0,153,50
2610,52.2,-0.0797557,0,153,50
2625,52.5,-0.0789203,0,153,50
2640,52.8,-0.0781175,0,153,50
2655,53.1,-0.077226,0,153,50
2670,53.4,-0.075376,0,153,50
2685,53.7,-0.0776033,0,153,50
2700,54,-0.0733538,1,153,50
2715,54.3,-0.0920202,1,153,50
2730,54.6,-0.109736,1,153,50
2745,54.9,-0.124505,1,153,50
2760,55.2,-0.139263,1,153,50
2775,55.5,-0.154304,1,153,50
2790,55.8,-0.166611,1,153,50
2805,56.1,-0.180125,1,153,50
2820,56.4,-0.191775,1,153,50
2835,56.7,-0.205154,1,153,50
2850,57,-0.217152,1,153,50
2865,57.3,-0.22843,1,153,50
2880,57.6,-0.238989,1,153,50
2895,57.9,-0.246398,1,153,50
2910,58.2,-0.255971,1,153,50
2925,58.5,-0.263009,1,153,50
2940,58.8,-0.265296,1,153,50
2955,59.1,-0.270261,1,153,50
2970,59.4,-0.27122,1,153,50
2985,59.7,-0.272086,1,153,50
3000,60,-0.274392,1,153,50
3015,60.3,-0.272241,1,153,50
3030,60.6,-0.271227,1,153,50
3045,60.9,-0.271141,1,153,50
3060,61.2,-0.267349,1,153,50
3075,61.5,-0.264335,1,153,50
3090,61.8,-0.262369,1,153,50
3105,62.1,-0.264043,1,153,50
3120,62.4,-0.259279,1,153,50
3135,62.7,-0.256615,1,153,50
3150,63,-0.256569,1,153,50
3165,63.3,-0.252216,1,153,50
3180,63.6,-0.252396,1,153,50
3195,63.9,-0.24765,1,153,50
3210,64.2,-0.247465,1,153,50
3225,64.5,-0.245978,1,153,50
3240,64.8,-0.241868,1,153,50
3255,65.1,-0.238941,1,153,50
3270,65.4,-0.240597,1,153,50
3285,65.7,-0.236562,1,153,50
3300,66,-0.239652,1,153,50
3315,66.3,-0.236163,1,153,50
3330,66.6,-0.235606,1,153,50
3345,66.9,-0.23322,1,153,50
3360,67.2,-0.227994,1,153,50
3375,67.5,-0.229466,1,153,50
3390,67.8,-0.222669,1,153,50
3405,68.1,-0.219311,1,153,50
3420,68.4,-0.220901,1,153,50
3435,68.7,-0.21899,1,153,50
3450,69,-0.218273,1,153,50
3465,69.3,-0.214787,1,153,50
3480,69.6,-0.214114,1,153,50
3495,69.9,-0.214549,1,153,50
3510,70.2,-0.210683,1,153,50
3525,70.5,-0.208477,1,153,50
3540,70.8,-0.206132,1,153,50
3555,71.1,-0.202799,1,153,50
3570,71.4,-0.202803,1,153,50
3585,71.7,-0.201598,1,153,50
3600,72,-0.20382,1,153,50
3615,72.3,-0.20456,1,153,50
