index,time,delta_freq,event,power,f0
0,0,0.0511655,0,134,50
15,0.3,0.0467135,0,134,50
30,0.6,0.0445755,0,134,50
45,0.9,0.0456857,0,134,50
60,1.2,0.0443898,0,134,50
75,1.5,0.0437832,0,134,50
90,1.8,0.0451112,0,134,50
105,2.1,0.0479348,0,134,50
120,2.4,0.0466298,0,134,50
135,2.7,0.0456863,0,134,50
150,3,0.0450195,0,134,50
165,3.3,0.045663,0,134,50
180,3.6,0.045974,0,134,50
195,3.9,0.0446837,0,134,50
210,4.2,0.0464975,0,134,50
225,4.5,0.044827,0,134,50
240,4.8,0.0426405,0,134,50
255,5.1,0.0434065,0,134,50
270,5.4,0.042783,0,134,50
285,5.7,0.0420655,0,134,50
300,6,0.0424567,0,134,50
315,6.3,0.0407965,0,134,50
330,6.6,0.0394335,0,134,50
345,6.9,0.0392808,0,134,50
360,7.2,0.0388483,0,134,50
375,7.5,0.0392975,0,134,50
390,7.8,0.0377675,0,134,50
405,8.1,0.0364742,0,134,50
420,8.4,0.036656,0,134,50
435,8.7,0.0386788,0,134,50
450,9,0.0396262,0,134,50
465,9.3,0.0385773,0,134,50
480,9.6,0.0394588,0,134,50
495,9.9,0.0395605,0,134,50
510,10.2,0.0403365,0,134,50
525,10.5,0.0379755,0,134,50
540,10.8,0.039468,0,134,50
555,11.1,0.0422133,0,134,50
570,11.4,0.0423268,0,134,50
585,11.7,0.045093,0,134,50
600,12,0.048083,0,134,50
615,12.3,0.0484958,0,134,50
630,12.6,0.05215,0,134,50
645,12.9,0.0546328,0,134,50
660,13.2,0.0591328,0,134,50
675,13.5,0.0627773,0,134,50
690,13.8,0.0634113,0,134,50
705,14.1,0.0661668,0,134,50
720,14.4,0.0687523,0,134,50
735,14.7,0.0703028,0,134,50
750,15,0.0724053,0,134,50
765,15.3,0.0717872,0,134,50
780,15.6,0.0742382,0,134,50
795,15.9,0.07309,0,134,50
810,16.2,0.0691052,0,134,50
825,16.5,0.071198,0,134,50
840,16.8,0.0698855,0,134,50
855,17.1,0.0678282,0,134,50
870,17.4,0.0669658,0,134,50
885,17.7,0.0657413,0,134,50
900,18,0.0674125,0,134,50
915,18.3,0.0638233,0,134,50
930,18.6,0.0638588,0,134,50
945,18.9,0.0634042,0,134,50
960,19.2,0.063072,0,134,50
975,19.5,0.0616597,0,134,50
990,19.8,0.0606113,0,134,50
1005,20.1,0.0624595,0,134,50
1020,20.4,0.0606905,0,134,50
1035,20.7,0.0584743,0,134,50
1050,21,0.058015,0,134,50
1065,21.3,0.0594238,0,134,50
1080,21.6,0.0599285,0,134,50
1095,21.9,0.0574303,0,134,50
1110,22.2,0.0591395,0,134,50
1125,22.5,0.060126,0,134,50
1140,22.8,0.057969,0,134,50
1155,23.1,0.0577453,0,134,50
1170,23.4,0.0582238,0,134,50
1185,23.7,0.0586403,0,134,50
1200,24,0.0567788,0,134,50
1215,24.3,0.0544767,0,134,50
1230,24.6,0.0530953,0,134,50
1245,24.9,0.0509013,0,134,50
1260,25.2,0.049226,0,134,50
1275,25.5,0.0479968,0,134,50
1290,25.8,0.0487513,0,134,50
1305,26.1,0.0497138,0,134,50
1320,26.4,0.0494573,0,134,50
1335,26.7,0.0505907,0,134,50
1350,27,0.0523782,0,134,50
1365,27.3,0.0518663,0,134,50
1380,27.6,0.05234,0,134,50
1395,27.9,0.0519755,0,134,50
1410,28.2,0.0517088,0,134,50
1425,28.5,0.0491745,0,134,50
1440,28.8,0.049424,0,134,50
1455,29.1,0.0492285,0,134,50
1470,29.4,0.0492392,0,134,50
1485,29.7,0.0473827,0,134,50
1500,30,0.0492792,0,134,50
1515,30.3,0.046674,0,134,50
1530,30.6,0.0455472,0,134,50
1545,30.9,0.042848,0,134,50
1560,31.2,0.0404727,0,134,50
1575,31.5,0.0407163,0,134,50
1590,31.8,0.0385833,0,134,50
1605,32.1,0.0381918,0,134,50
1620,32.4,0.0380947,0,134,50
1635,32.7,0.040175,0,134,50
1650,33,0.0405868,0,134,50
1665,33.3,0.0395947,0,134,50
1680,33.6,0.0423745,0,134,50
1695,33.9,0.0387978,0,134,50
1710,34.2,0.036891,0,134,50
1725,34.5,0.0363285,0,134,50
1740,34.8,0.035195,0,134,50
1755,35.1,0.0336215,0,134,50
1770,35.4,0.032428,0,134,50
1785,35.7,0.030358,0,134,50
1800,36,0.0285473,0,134,50
1815,36.3,0.0262502,0,134,50
1830,36.6,0.0248018,0,134,50
1845,36.9,0.0238588,0,134,50
1860,37.2,0.0237688,0,134,50
1875,37.5,0.0216842,0,134,50
1890,37.8,0.020006,0,134,50
1905,38.1,0.0197038,0,134,50
1920,38.4,0.0201358,0,134,50
1935,38.7,0.0191528,0,134,50
1950,39,0.0175075,0,134,50
1965,39.3,0.0159623,0,134,50
1980,39.6,0.0162268,0,134,50
1995,39.9,0.013616,0,134,50
2010,40.2,0.012475,0,134,50
2025,40.5,0.0124128,0,134,50
2040,40.8,0.011479,0,134,50
2055,41.1,0.010561,0,134,50
2070,41.4,0.0104203,0,134,50
2085,41.7,0.0115603,0,134,50
2100,42,0.0134178,0,134,50
2115,42.3,0.0139925,0,134,50
2130,42.6,0.0167413,0,134,50
2145,42.9,0.0163275,0,134,50
2160,43.2,0.0168267,0,134,50
2175,43.5,0.0176978,0,134,50
2190,43.8,0.0180965,0,134,50
2205,44.1,0.0201067,0,134,50
2220,44.4,0.0207663,0,134,50
2235,44.7,0.0226135,0,134,50
2250,45,0.023191,0,134,50
2265,45.3,0.0203553,0,134,50
2280,45.6,0.0209288,0,134,50
2295,45.9,0.0179132,0,134,50
2310,46.2,0.0187152,0,134,50
2325,46.5,0.019196,0,134,50
2340,46.8,0.0171172,0,134,50
2355,47.1,0.017931,0,134,50
2370,47.4,0.0178195,0,134,50
2385,47.7,0.0185743,0,134,50
2400,48,0.01874,0,134,50
2415,48.3,0.018759,0,134,50
2430,48.6,0.0166872,0,134,50
2445,48.9,0.0158475,0,134,50
2460,49.2,0.0165103,0,134,50
2475,49.5,0.0182983,0,134,50
2490,49.8,0.0184745,0,134,50
2505,50.1,0.0189825,0,134,50
2520,50.4,0.018205,0,134,50
2535,50.7,0.0189275,0,134,50
2550,51,0.0195285,0,134,50
2565,51.3,0.0191235,0,134,50
2580,51.6,0.0207142,0,134,50
2595,51.9,0.0199893,0,134,50
2610,52.2,0.0207275,0,134,50
2625,52.5,0.0207358,0,134,50
2640,52.8,0.022081,0,134,50
2655,53.1,0.025866,0,134,50
2670,53.4,0.0258165,0,134,50
2685,53.7,0.0280695,0,134,50
2700,54,0.0299713,0,134,50
2715,54.3,0.0298368,0,134,50
2730,54.6,0.0330453,0,134,50
2745,54.9,0.0329257,0,134,50
2760,55.2,0.0353287,0,134,50
2775,55.5,0.0384773,0,134,50
2790,55.8,0.0374113,0,134,50
2805,56.1,0.041747,0,134,50
2820,56.4,0.0408337,0,134,50
2835,56.7,0.0413865,0,134,50
2850,57,0.0434895,0,134,50
2865,57.3,0.0460055,0,134,50
2880,57.6,0.0491198,0,134,50
2895,57.9,0.0501393,0,134,50
2910,58.2,0.0520927,0,134,50
2925,58.5,0.0554383,1,134,50
2940,58.8,0.0534095,1,134,50
2955,59.1,0.04437,1,134,50
2970,59.4,0.0304438,1,134,50
2985,59.7,0.016855,1,134,50
3000,60,0.00453875,1,134,50
3015,60.3,-0.00685125,1,134,50
3030,60.6,-0.0179243,1,134,50
3045,60.9,-0.0299993,1,134,50
3060,61.2,-0.0410387,1,134,50
3075,61.5,-0.048019,1,134,50
3090,61.8,-0.0573078,1,134,50
3105,62.1,-0.0643508,1,134,50
3120,62.4,-0.0717558,1,134,50
3135,62.7,-0.077119,1,134,50
3150,63,-0.0819973,1,134,50
3165,63.3,-0.0892695,1,134,50
3180,63.6,-0.0954915,1,134,50
3195,63.9,-0.099232,1,134,50
3210,64.2,-0.102455,1,134,50
3225,64.5,-0.108303,1,134,50
3240,64.8,-0.107816,1,134,50
3255,65.1,-0.109948,1,134,50
3270,65.4,-0.112919,1,134,50
3285,65.7,-0.11352,1,134,50
3300,66,-0.114968,1,134,50
3315,66.3,-0.115864,1,134,50
3330,66.6,-0.118249,1,134,50
3345,66.9,-0.120129,1,134,50
3360,67.2,-0.118687,1,134,50
3375,67.5,-0.12079,1,134,50
3390,67.8,-0.122564,1,134,50
3405,68.1,-0.121594,1,134,50
3420,68.4,-0.122407,1,134,50
3435,68.7,-0.123245,1,134,50
3450,69,-0.122315,1,134,50
3465,69.3,-0.123457,1,134,50
3480,69.6,-0.122951,1,134,50
3495,69.9,-0.124694,1,134,50
3510,70.2,-0.125079,1,134,50
3525,70.5,-0.121716,1,134,50
3540,70.8,-0.120909,1,134,50
3555,71.1,-0.120206,1,134,50
3570,71.4,-0.120275,1,134,50
3585,71.7,-0.1189,1,134,50
3600,72,-0.11812,1,134,50
3615,72.3,-0.116785,1,134,50
3630,72.6,-0.112914,1,134,50
3645,72.9,-0.112612,1,134,50
3660,73.2,-0.112587,1,134,50
3675,73.5,-0.110418,1,134,50
3690,73.8,-0.108553,1,134,50
3705,74.1,-0.106213,1,134,50
3720,74.4,-0.107837,1,134,50
3735,74.7,-0.10662,1,134,50
3750,75,-0.105351,1,134,50
3765,75.3,-0.104401,1,134,50
3780,75.6,-0.105985,1,134,50
