Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
1485,49.87962140557174,49.87962140557174
1485,49.87941959223829,49.87921408826208
1485,49.87920864087551,49.87880277948192
1485,49.878988669442286,49.87839244646913
1485,49.87875979514733,49.87798308874456
1485,49.87852213445187,49.87757470582302
1485,49.87827580307238,49.87716729721333
1485,49.878020915983264,49.87676086241834
1485,49.87775758741955,49.876355400934926
1485,49.87748593087958,49.875950912254055
1485,49.8772060591277,49.87554739586081
1485,49.87691808419693,49.8751448512344
1485,49.876622117391655,49.87474327784819
1485,49.87631826929027,49.87434267516972
1485,49.87600664974789,49.87394304266078
1485,49.87568736789897,49.87354437977735
1485,49.875360532159974,49.87314668596973
1485,49.87502625023205,49.87274996068247
1485,49.874684629103655,49.872354203354476
1485,49.87433577505321,49.87195941341898
1485,49.87397979365173,49.87156559030359
1485,49.873616789765464,49.87117273343033
1485,49.87324686755855,49.87078084221563
1485,49.872870130495585,49.870389916070394
1485,49.872486681344306,49.869999954399994
1485,49.87209662217818,49.869610956604305
1485,49.871700054379,49.869222922077746
1485,49.87129707863952,49.86883585020929
1485,49.87088779496607,49.868449740382495
1485,49.87047230268111,49.86806459197553
1485,49.87005070042586,49.8676804043612
1485,49.86962308616287,49.86729717690699
1485,49.86918955717863,49.86691490897503
1485,49.86875021008613,49.86653359992222
1485,49.868305140827445,49.86615324910016
1485,49.8678544446763,49.86577385585524
1485,49.86739821624064,49.86539541952863
1485,49.86693654946521,49.86501793945632
1485,49.86646953763409,49.86464141496915
1485,49.865997273373246,49.864265845392815
1485,49.86551984865311,49.863891230047926
1485,49.865037354791106,49.86351756824999
1485,49.86454988245417,49.86314485930948
1485,49.86405752166132,49.86277310253182
1485,49.86356036178619,49.86240229721744
1485,49.863058491559514,49.8620324426618
1485,49.862551999071684,49.86166353815539
1485,49.86204097177525,49.86129558298378
1485,49.861525496487474,49.86092857642762
1485,49.86100565939277,49.86056251776271
1485,49.860481546045264,49.86019740625997
1485,49.859953241371265,49.859833241185505
1485,49.859420829671784,49.85947002180061
1485,49.858884394625,49.859107747361804
