Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
2640,50.073212802482765,50.073212802482765
2640,50.07231874636702,50.07065126167344
2640,50.07141424565849,50.068116334300534
2640,50.07049978573639,50.06560688086254
2640,50.06957583955033,50.063122679050856
2640,50.06864286784066,50.06066350840367
2640,50.06770131935606,50.058229150290934
2640,50.06675163106858,50.05581938789944
2640,50.06579422838599,50.05343400621802
2640,50.06482952536166,50.05107279202283
2640,50.06385792490175,50.04873553386285
2640,50.062879818969925,50.04642202204539
2640,50.06189558878954,50.04413204862175
2640,50.06090560504328,50.041865407373045
2640,50.059910228070365,50.03962189379609
2640,50.058909808061216,50.037401305089396
2640,50.05790468524976,50.03520344013933
2640,50.05689519010321,50.03302809950633
2640,50.05588164350954,50.03087508541127
2640,50.054864356962455,50.028744201721906
2640,50.05384363274408,50.02663525393946
2640,50.05281976410527,50.02454804918531
2640,50.05179303544355,50.02248239618775
2640,50.05076372247879,50.020438105268894
2640,50.04973209242655,50.018414988331685
2640,50.04869840416919,50.016412858847005
2640,50.047662908424655,50.01443153184084
2640,50.04662584791308,50.01247082388167
2640,50.04558745752115,50.0105305530678
2640,50.04454796446428,50.00861053901495
2640,50.04350758844654,50.00671060284381
2640,50.042466541818506,50.00483056716781
2640,50.04142502973293,50.0029702560809
2640,50.04038325029822,50.00112949514549
2640,50.03934139472994,49.99930811138046
2640,50.03829964750006,49.997505933249236
2640,50.03725818648427,49.99572279064807
2640,50.03621718310714,49.99395851489425
2640,50.03517680248529,49.99221293871459
2640,50.03413720356853,49.990485896233835
2640,50.033098539278974,49.98877722296331
2640,50.03206095664821,49.987086755789555
2640,50.031024596952456,49.985414332963124
2640,50.02998959584579,49.983759794087405
2640,50.02895608349144,49.982122980107604
2640,50.02792418469115,49.98050373329978
2640,50.02689401901268,49.97890189725993
2640,50.02586570091535,49.97731731689327
2640,50.02483933987381,49.975749838403466
2640,50.02381504049989,49.97419930928209
2640,50.02279290266267,49.97266557829804
2640,50.02177302160668,49.971148495487135
2640,50.02075548806834,49.96964791214173
2640,50.01974038839062,49.96816368080048
2640,50.01872780463596,49.9666956552381
2640,50.017717814697306,49.96524369045532
2640,50.016710492407626,49.9638076426688
2640,50.01570590764754,49.96238736930123
2640,50.01470412645132,49.96098272897145
2640,50.013705211111215,49.95959358148467
2640,50.01270922028005,49.95821978782275
2640,50.01171620907228,49.95686121013459
2640,50.01072622916328,49.9555177117266
