Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
2243,49.99766362414734,49.99766362414734
2243,49.99626741194005,49.99487976684017
2243,49.994856948039036,49.99211293813767
2243,49.993432898988864,49.98936312528551
2243,49.99199591356442,49.98663024931331
2243,49.990546623127344,49.98391423155831
2243,49.98908564197702,49.98121499366436
2243,49.9876135676964,49.97853245758086
2243,49.98613098149242,49.9758665455618
2243,49.984638448531385,49.9732171801647
2243,49.98313651826907,49.97058428424966
2243,49.98162572477592,49.96796778097828
2243,49.98010658705705,49.96536759381271
2243,49.978579609367486,49.96278364651465
2243,49.97704528152234,49.96021586314432
2243,49.97550407920224,49.9576641680595
2243,49.97395646425396,49.9551284859145
2243,49.972402884986266,49.95260874165921
2243,49.97084377646117,49.95010486053808
2243,49.9692795607805,49.947616768089176
2243,49.96771064736791,49.94514439014314
2243,49.966137433246395,49.94268765282227
2243,49.96456030331135,49.94024648253951
2243,49.96297963059921,49.937820805997475
2243,49.961395776551676,49.9354105501875
2243,49.95980909127579,49.93301564238867
2243,49.95821991379956,49.93063601016682
2243,49.95662857232355,49.92827158137363
2243,49.955035384468225,49.925922284145614
2243,49.953440657517206,49.92358804690318
2243,49.95184468865652,49.92126879834967
2243,49.95024776520978,49.91896446747045
2243,49.948650164869456,49.91667498353188
2243,49.947052155924226,49.91440027608043
2243,49.94545399748246,49.91214027494171
2243,49.94385593969192,49.909894910219556
2243,49.942258223955676,49.90766411229504
2243,49.94066108314426,49.90544781182556
2243,49.93906474180427,49.90324593974395
2243,49.937469416363214,49.901058427257446
2243,49.93587531533085,49.898885205846874
2243,49.934282639496985,49.896726207265615
2243,49.932691582125756,49.89458136353878
2243,49.931102329146476,49.8924506069622
2243,49.929515059341114,49.89033387010158
2243,49.92792994452832,49.88823108579152
2243,49.92634714974428,49.886142187134666
2243,49.92476683342012,49.88406710750074
2243,49.92318914755624,49.88200578052567
2243,49.921614237893365,49.87995814011065
2243,49.920042244080456,49.8779241204213
2243,49.91847329983954,49.87590365588667
2243,49.91690753312748,49.87389668119842
2243,49.91534506629466,49.87190313130989
2243,49.913786016240756,49.869922941435235
2243,49.91223049456752,49.86795604704847
2243,49.91067860772863,49.86600238388267
2243,49.90913045717674,49.86406188792901
2243,49.90758613950765,49.86213449543592
