Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
1485,49.87556134006885,49.87556134006885
1485,49.874944102751535,49.874675138431606
1485,49.87443747348442,49.87378061576132
1485,49.87402945198048,49.872889476807465
1485,49.87370883169023,49.87200172195631
1485,49.873465160955845,49.87111735152335
1485,49.873288705663,49.87023636575369
1485,49.8731704133437,49.869358764822366
1485,49.87310187868467,49.86848454883477
1485,49.87307531039699,49.867613717826956
1485,49.87308349940384,49.86674627176604
1485,49.87311978830423,49.86588221055054
1485,49.87317804207188,49.86502153401074
1485,49.87325261994916,49.86416424190907
1485,49.873338348497455,49.86331033394044
1485,49.873430495765874,49.86245980973263
1485,49.87352474654175,49.86161266884659
1485,49.873617178646796,49.860768910776876
1485,49.87370424024425,49.85992853495197
1485,49.87378272812283,49.85909154073462
1485,49.87384976692467,49.858257927422216
1485,49.87390278928492,49.85742769424717
1485,49.8739395168518,49.856600840377226
1485,49.87395794215672,49.855777364915845
1485,49.87395631130484,49.85495726690255
1485,49.87393310745728,49.854140545313285
1485,49.8738870350772,49.85332719906077
1485,49.87381700491231,49.85251722699484
1485,49.873722119687635,49.85171062790281
1485,49.873601660482755,49.85090740050984
1485,49.873455073768675,49.85010754347926
1485,49.873281959079996,49.84931105541292
1485,49.87308205729902,49.84851793485158
1485,49.8728552395289,49.847728180275205
1485,49.87260149653359,49.84694179010336
1485,49.872320928723255,49.84615876269553
1485,49.872013736664165,49.845379096351486
1485,49.871680212092784,49.844602789311615
1485,49.87132072941453,49.84382983975728
1485,49.87093573766806,49.84306024581115
1485,49.87052575293668,49.84229400553758
1485,49.870091351188826,49.84153111694292
1485,49.86963316153053,49.84077157797586
1485,49.86915185985273,49.840015386527796
1485,49.86864816285737,49.83926254043317
1485,49.86812282244643,49.83851303746979
1485,49.867576620458564,49.83776687535919
1485,49.86701036373858,49.83702405176698
1485,49.866424879525475,49.836284564303156
1485,49.86582101114514,49.835548410522456
1485,49.865199613994236,49.834815587924716
1485,49.86456155180251,49.83408609395517
1485,49.86390769316075,49.83335992600483
1485,49.863238908302364,49.8326370814108
1485,49.86255606612699,49.8319175574566
1485,49.86186003145459,49.83120135137253
1485,49.86115166249928,49.830488460335985
1485,49.86043180855225,49.8297788814718
