Frecuencia Original [Hz],Frecuencia Polinomio [Hz],Frecuencia Metaheuristica [Hz]
2678,49.96575671751819,49.96575671751819
2678,49.96490075476601,49.96431585206207
2678,49.9640516128991,49.96288195594681
2678,49.96320908774047,49.96145897633808
2678,49.96237298041592,49.9600468430746
2678,49.96154309725819,49.95864548642794
2678,49.960719249712575,49.95725483709989
2678,49.959901254243675,49.95587482621984
2678,49.95908893224352,49.954505385342166
2678,49.958282109940875,49.95314644644363
2678,49.95748061831182,49.951797941920844
2678,49.95668429299158,49.95045980458763
2678,49.95589297418749,49.94913196767255
2678,49.955106506593246,49.94781436481635
2678,49.95432473930431,49.946506930069425
2678,49.95354752573447,49.945209597889345
2678,49.952774723533615,49.94392230313835
2678,49.95200619450661,49.94264498108092
2678,49.95124180453333,49.94137756738126
2678,49.950481423489855,49.94011999810092
2678,49.949724925170706,49.93887220969632
2678,49.94897218721226,49.93763413901638
2678,49.948223091017205,49.93640572330011
2678,49.94747752168009,49.93518690017422
2678,49.94673536791396,49.93397760765077
2678,49.945996521977996,49.9327777841248
2678,49.945260879606295,49.93158736837203
2678,49.94452833993755,49.93040629954646
2678,49.94379880544589,49.929234517178166
2678,49.943072181872594,49.92807196117092
2678,49.94234837815897,49.926918571799945
2678,49.94162730638002,49.925774289709636
2678,49.94090888167928,49.92463905591133
2678,49.94019302220447,49.92351281178103
2678,49.93947964904421,49.9223954990572
2678,49.93876868616563,49.92128705983857
2678,49.938060060352896,49.92018743658189
2678,49.93735370114672,49.91909657209979
2678,49.93664954078471,49.91801440955858
2678,49.93594751414271,49.91694089247611
2678,49.93524755867695,49.9158759647196
2678,49.93454961436713,49.91481957050353
2678,49.93385362366036,49.91377165438752
2678,49.93315953141596,49.91273216127418
2678,49.932467284851136,49.91170103640709
2678,49.93177683348745,49.91067822536865
2678,49.93108812909818,49.90966367407806
2678,49.93040112565647,49.90865732878922
2678,49.92971577928432,49.90765913608873
2678,49.92903204820232,49.906669042893824
2678,49.92834989268029,49.90568699645036
2678,49.92766927498857,49.90471294433084
2678,49.9269901593502,49.903746834432376
2678,49.92631251189383,49.90278861497472
2678,49.925636300607366,49.90183823449831
2678,49.92496149529238,49.90089564186229
2678,49.92428806751928,49.899960786242595
2678,49.92361599058318,49.899033617129966
2678,49.92294523946053,49.89811408432807
2678,49.92227579076644,49.89720213795158
2678,49.92160762271269,49.89629772842426
2678,49.92094071506648,49.89540080647709
2678,49.92027504910984,49.8945113231464
2678,49.91961060759973,49.89362922977197
2678,49.918947374728816,49.89275447799521
2678,49.91828533608691,49.891887019757306
2678,49.91762447862305,49.891026807297386
2678,49.91696479060823,49.89017379315071
2678,49.91630626159884,49.889327930146834
2678,49.9156488824006,49.888489171407855
2678,49.91499264503325,49.88765747034659
2678,49.9143375426958,49.88683278066479
2678,49.91368356973235,49.88601505635144
2678,49.91303072159863,49.88520425168091
2678,49.912378994829,49.884400321211295
2678,49.9117283870041,49.883603219782636
2678,49.91107889671911,49.8828129025152
2678,49.910430523552506,49.882029324807775
2678,49.90978326803543,49.881252442335985
2678,49.90913713162163,49.88048221105056
2678,49.90849211665788,49.8797185871757
2678,49.90784822635506,49.878961527207366
2678,49.90720546475962,49.87821098791163
2678,49.90656383672571,49.87746692632304
2678,49.90592334788776,49.876729299742955
