index,time,delta_freq,event,power,f0
0,0,0.10886,0,270,50
15,0.3,0.111084,0,270,50
30,0.6,0.112421,0,270,50
45,0.9,0.11394,0,270,50
60,1.2,0.114115,0,270,50
75,1.5,0.111994,0,270,50
90,1.8,0.111378,0,270,50
105,2.1,0.110878,0,270,50
120,2.4,0.111219,0,270,50
135,2.7,0.110434,0,270,50
150,3,0.108598,0,270,50
165,3.3,0.106739,0,270,50
180,3.6,0.104394,0,270,50
195,3.9,0.10181,0,270,50
210,4.2,0.100959,0,270,50
225,4.5,0.0987147,0,270,50
240,4.8,0.0970852,0,270,50
255,5.1,0.0961422,0,270,50
270,5.4,0.0939247,0,270,50
285,5.7,0.09237,0,270,50
300,6,0.0916233,0,270,50
315,6.3,0.091016,0,270,50
330,6.6,0.0903787,0,270,50
345,6.9,0.089647,0,270,50
360,7.2,0.0883782,0,270,50
375,7.5,0.0886657,0,270,50
390,7.8,0.0880398,0,270,50
405,8.1,0.0880148,0,270,50
420,8.4,0.087832,0,270,50
435,8.7,0.0873725,0,270,50
450,9,0.0871973,0,270,50
465,9.3,0.0852103,0,270,50
480,9.6,0.0868685,0,270,50
495,9.9,0.0858078,0,270,50
510,10.2,0.0871733,0,270,50
525,10.5,0.0874623,0,270,50
540,10.8,0.0880585,0,270,50
555,11.1,0.0888558,0,270,50
570,11.4,0.0886617,0,270,50
585,11.7,0.089689,0,270,50
600,12,0.0903165,0,270,50
615,12.3,0.0896295,0,270,50
630,12.6,0.091144,0,270,50
645,12.9,0.0889053,0,270,50
660,13.2,0.0876865,0,270,50
675,13.5,0.089212,0,270,50
690,13.8,0.0887807,0,270,50
705,14.1,0.0901335,0,270,50
720,14.4,0.0911383,0,270,50
735,14.7,0.090845,0,270,50
750,15,0.0922018,0,270,50
765,15.3,0.0932605,0,270,50
780,15.6,0.0952265,0,270,50
795,15.9,0.0952805,0,270,50
810,16.2,0.096796,0,270,50
825,16.5,0.0970965,0,270,50
840,16.8,0.0980748,0,270,50
855,17.1,0.0987492,0,270,50
870,17.4,0.099122,0,270,50
885,17.7,0.1016,0,270,50
900,18,0.101744,0,270,50
915,18.3,0.102311,0,270,50
930,18.6,0.102643,0,270,50
945,18.9,0.102428,0,270,50
960,19.2,0.102114,0,270,50
975,19.5,0.102493,0,270,50
990,19.8,0.101842,0,270,50
1005,20.1,0.100057,0,270,50
1020,20.4,0.0988162,0,270,50
1035,20.7,0.0994965,0,270,50
1050,21,0.0989188,0,270,50
1065,21.3,0.0985545,0,270,50
1080,21.6,0.0973915,0,270,50
1095,21.9,0.0964635,0,270,50
1110,22.2,0.0960795,0,270,50
1125,22.5,0.0954748,0,270,50
1140,22.8,0.093362,0,270,50
1155,23.1,0.0942225,0,270,50
1170,23.4,0.0935427,0,270,50
1185,23.7,0.0908822,0,270,50
1200,24,0.088705,0,270,50
1215,24.3,0.0866373,0,270,50
1230,24.6,0.0834895,0,270,50
1245,24.9,0.0825228,0,270,50
1260,25.2,0.079841,0,270,50
1275,25.5,0.076979,0,270,50
1290,25.8,0.0746272,0,270,50
1305,26.1,0.074099,0,270,50
1320,26.4,0.0734533,0,270,50
1335,26.7,0.0715965,0,270,50
1350,27,0.0718208,0,270,50
1365,27.3,0.0711665,0,270,50
1380,27.6,0.0700808,0,270,50
1395,27.9,0.0678713,0,270,50
1410,28.2,0.065763,0,270,50
1425,28.5,0.062925,0,270,50
1440,28.8,0.061906,0,270,50
1455,29.1,0.0605965,0,270,50
1470,29.4,0.0577185,0,270,50
1485,29.7,0.0567625,0,270,50
1500,30,0.054521,0,270,50
1515,30.3,0.0516658,0,270,50
1530,30.6,0.051085,0,270,50
1545,30.9,0.0512597,0,270,50
1560,31.2,0.0521362,0,270,50
1575,31.5,0.0524235,0,270,50
1590,31.8,0.0534658,0,270,50
1605,32.1,0.0534628,0,270,50
1620,32.4,0.0559815,0,270,50
1635,32.7,0.0557815,0,270,50
1650,33,0.057337,0,270,50
1665,33.3,0.0601978,0,270,50
1680,33.6,0.0607875,0,270,50
1695,33.9,0.0634655,0,270,50
1710,34.2,0.0660258,0,270,50
1725,34.5,0.068914,0,270,50
1740,34.8,0.0723208,0,270,50
1755,35.1,0.075399,0,270,50
1770,35.4,0.077504,0,270,50
1785,35.7,0.079667,0,270,50
1800,36,0.0815087,0,270,50
1815,36.3,0.0827428,0,270,50
1830,36.6,0.0831968,0,270,50
1845,36.9,0.0851655,0,270,50
1860,37.2,0.0842977,0,270,50
1875,37.5,0.0880657,0,270,50
1890,37.8,0.0898435,0,270,50
1905,38.1,0.0936793,0,270,50
1920,38.4,0.0942095,0,270,50
1935,38.7,0.095717,0,270,50
1950,39,0.0965155,0,270,50
1965,39.3,0.0988187,0,270,50
1980,39.6,0.100042,0,270,50
1995,39.9,0.102819,0,270,50
2010,40.2,0.105128,0,270,50
2025,40.5,0.106536,0,270,50
2040,40.8,0.106468,0,270,50
2055,41.1,0.108876,0,270,50
2070,41.4,0.108235,0,270,50
2085,41.7,0.108878,0,270,50
2100,42,0.110873,0,270,50
2115,42.3,0.112007,0,270,50
2130,42.6,0.110632,0,270,50
2145,42.9,0.11229,0,270,50
2160,43.2,0.112743,0,270,50
2175,43.5,0.111913,0,270,50
2190,43.8,0.110895,0,270,50
2205,44.1,0.110607,0,270,50
2220,44.4,0.109637,0,270,50
2235,44.7,0.107822,0,270,50
2250,45,0.107262,0,270,50
2265,45.3,0.106548,0,270,50
2280,45.6,0.104369,0,270,50
2295,45.9,0.102916,0,270,50
2310,46.2,0.100069,0,270,50
2325,46.5,0.095575,0,270,50
2340,46.8,0.0935092,0,270,50
2355,47.1,0.0907977,0,270,50
2370,47.4,0.0857968,0,270,50
2385,47.7,0.0818555,0,270,50
2400,48,0.0744985,0,270,50
2415,48.3,0.0706337,0,270,50
2430,48.6,0.0647047,0,270,50
2445,48.9,0.0578687,0,270,50
2460,49.2,0.0526493,0,270,50
2475,49.5,0.0467283,0,270,50
2490,49.8,0.039228,0,270,50
2505,50.1,0.0365008,0,270,50
2520,50.4,0.0277453,0,270,50
2535,50.7,0.0237718,0,270,50
2550,51,0.018791,0,270,50
2565,51.3,0.017068,0,270,50
2580,51.6,0.0123672,0,270,50
2595,51.9,0.00632975,0,270,50
2610,52.2,0.00273825,0,270,50
2625,52.5,0.0040565,0,270,50
2640,52.8,0.000579,0,270,50
2655,53.1,-0.00015225,0,270,50
2670,53.4,0.000484,0,270,50
2685,53.7,-0.00347225,0,270,50
2700,54,-0.0042915,0,270,50
2715,54.3,-0.00369375,0,270,50
2730,54.6,-0.00656625,0,270,50
2745,54.9,-0.00700025,0,270,50
2760,55.2,-0.0062745,0,270,50
2775,55.5,-0.0068935,0,270,50
2790,55.8,-0.00598075,0,270,50
2805,56.1,-0.00554325,0,270,50
2820,56.4,-0.004525,0,270,50
2835,56.7,-0.00474925,0,270,50
2850,57,-0.00713075,0,270,50
2865,57.3,-0.00341475,0,270,50
2880,57.6,-0.002334,1,270,50
2895,57.9,-0.003272,1,270,50
2910,58.2,-0.010182,1,270,50
2925,58.5,-0.0341187,1,270,50
2940,58.8,-0.0661925,1,270,50
2955,59.1,-0.0994287,1,270,50
2970,59.4,-0.128987,1,270,50
2985,59.7,-0.15061,1,270,50
3000,60,-0.169516,1,270,50
3015,60.3,-0.189205,1,270,50
3030,60.6,-0.212839,1,270,50
3045,60.9,-0.234878,1,270,50
3060,61.2,-0.255667,1,270,50
3075,61.5,-0.271162,1,270,50
3090,61.8,-0.287345,1,270,50
3105,62.1,-0.302807,1,270,50
3120,62.4,-0.320335,1,270,50
3135,62.7,-0.3295,1,270,50
3150,63,-0.340172,1,270,50
3165,63.3,-0.345037,1,270,50
3180,63.6,-0.351827,1,270,50
3195,63.9,-0.353279,1,270,50
3210,64.2,-0.357437,1,270,50
3225,64.5,-0.360574,1,270,50
3240,64.8,-0.363541,1,270,50
3255,65.1,-0.361118,1,270,50
3270,65.4,-0.364553,1,270,50
