index,time,delta_freq,event,power,f0
0,0,-0.204725,0,225,50
15,0.3,-0.205729,0,225,50
30,0.6,-0.208195,0,225,50
45,0.9,-0.207357,0,225,50
60,1.2,-0.210692,0,225,50
75,1.5,-0.208731,0,225,50
90,1.8,-0.210977,0,225,50
105,2.1,-0.209413,0,225,50
120,2.4,-0.20906,0,225,50
135,2.7,-0.20786,0,225,50
150,3,-0.208207,0,225,50
165,3.3,-0.206494,0,225,50
180,3.6,-0.20776,0,225,50
195,3.9,-0.206831,0,225,50
210,4.2,-0.204963,0,225,50
225,4.5,-0.203499,0,225,50
240,4.8,-0.198615,0,225,50
255,5.1,-0.195812,0,225,50
270,5.4,-0.192425,0,225,50
285,5.7,-0.190501,0,225,50
300,6,-0.189128,0,225,50
315,6.3,-0.184637,0,225,50
330,6.6,-0.182152,0,225,50
345,6.9,-0.178586,0,225,50
360,7.2,-0.177115,0,225,50
375,7.5,-0.173809,0,225,50
390,7.8,-0.171489,0,225,50
405,8.1,-0.168058,0,225,50
420,8.4,-0.165483,0,225,50
435,8.7,-0.162501,0,225,50
450,9,-0.159734,0,225,50
465,9.3,-0.157271,0,225,50
480,9.6,-0.154922,0,225,50
495,9.9,-0.152521,0,225,50
510,10.2,-0.150289,0,225,50
525,10.5,-0.148663,0,225,50
540,10.8,-0.146932,0,225,50
555,11.1,-0.145766,0,225,50
570,11.4,-0.143425,0,225,50
585,11.7,-0.141275,0,225,50
600,12,-0.140541,0,225,50
615,12.3,-0.138232,0,225,50
630,12.6,-0.138055,0,225,50
645,12.9,-0.137945,0,225,50
660,13.2,-0.139449,0,225,50
675,13.5,-0.140813,0,225,50
690,13.8,-0.141049,0,225,50
705,14.1,-0.140793,0,225,50
720,14.4,-0.139664,0,225,50
735,14.7,-0.139032,0,225,50
750,15,-0.139567,0,225,50
765,15.3,-0.135942,0,225,50
780,15.6,-0.138053,0,225,50
795,15.9,-0.135444,0,225,50
810,16.2,-0.132781,0,225,50
825,16.5,-0.131845,0,225,50
840,16.8,-0.130486,0,225,50
855,17.1,-0.12869,0,225,50
870,17.4,-0.12965,0,225,50
885,17.7,-0.129674,0,225,50
900,18,-0.128225,0,225,50
915,18.3,-0.130133,0,225,50
930,18.6,-0.128607,0,225,50
945,18.9,-0.129309,0,225,50
960,19.2,-0.129421,0,225,50
975,19.5,-0.129809,0,225,50
990,19.8,-0.130144,0,225,50
1005,20.1,-0.134014,0,225,50
1020,20.4,-0.136561,0,225,50
1035,20.7,-0.137772,0,225,50
1050,21,-0.141107,0,225,50
1065,21.3,-0.142788,0,225,50
1080,21.6,-0.142646,0,225,50
1095,21.9,-0.14379,0,225,50
1110,22.2,-0.144148,0,225,50
1125,22.5,-0.147367,0,225,50
1140,22.8,-0.14995,0,225,50
1155,23.1,-0.150998,0,225,50
1170,23.4,-0.152118,0,225,50
1185,23.7,-0.155103,0,225,50
1200,24,-0.157134,0,225,50
1215,24.3,-0.160627,0,225,50
1230,24.6,-0.16304,0,225,50
1245,24.9,-0.166054,0,225,50
1260,25.2,-0.167248,0,225,50
1275,25.5,-0.168329,0,225,50
1290,25.8,-0.168234,0,225,50
1305,26.1,-0.17039,0,225,50
1320,26.4,-0.172305,0,225,50
1335,26.7,-0.171736,0,225,50
1350,27,-0.171638,0,225,50
1365,27.3,-0.171879,0,225,50
1380,27.6,-0.172572,0,225,50
1395,27.9,-0.173271,0,225,50
1410,28.2,-0.172666,0,225,50
1425,28.5,-0.172914,0,225,50
1440,28.8,-0.173708,0,225,50
1455,29.1,-0.170322,0,225,50
