index,time,delta_freq,event,power,f0
0,0,0.0276978,0,105,50
15,0.3,0.028533,0,105,50
30,0.6,0.0267008,0,105,50
45,0.9,0.0258302,0,105,50
60,1.2,0.025639,0,105,50
75,1.5,0.026279,0,105,50
90,1.8,0.0247845,0,105,50
105,2.1,0.0245178,0,105,50
120,2.4,0.0246858,0,105,50
135,2.7,0.023739,0,105,50
150,3,0.022725,0,105,50
165,3.3,0.0233365,0,105,50
180,3.6,0.0223352,0,105,50
195,3.9,0.0212613,0,105,50
210,4.2,0.022466,0,105,50
225,4.5,0.0226065,0,105,50
240,4.8,0.0252085,0,105,50
255,5.1,0.0247745,0,105,50
270,5.4,0.0262628,0,105,50
285,5.7,0.0267265,0,105,50
300,6,0.0273167,0,105,50
315,6.3,0.0273947,0,105,50
330,6.6,0.0280945,0,105,50
345,6.9,0.0290425,0,105,50
360,7.2,0.028525,0,105,50
375,7.5,0.028085,0,105,50
390,7.8,0.0276455,0,105,50
405,8.1,0.0279445,0,105,50
420,8.4,0.0276067,0,105,50
435,8.7,0.027361,0,105,50
450,9,0.0264967,0,105,50
465,9.3,0.0273768,0,105,50
480,9.6,0.02683,0,105,50
495,9.9,0.025258,0,105,50
510,10.2,0.032631,0,105,50
525,10.5,0.0311093,0,105,50
540,10.8,0.0287265,0,105,50
555,11.1,0.026526,0,105,50
570,11.4,0.0256915,0,105,50
585,11.7,0.023153,0,105,50
600,12,0.0222768,0,105,50
615,12.3,0.0185103,0,105,50
630,12.6,0.0177257,0,105,50
645,12.9,0.0140628,0,105,50
660,13.2,0.012901,0,105,50
675,13.5,0.0102225,0,105,50
690,13.8,0.00900925,0,105,50
705,14.1,0.0047985,0,105,50
720,14.4,0.00548875,0,105,50
735,14.7,0.00184775,0,105,50
750,15,0.0023005,0,105,50
765,15.3,0.0011275,0,105,50
780,15.6,-0.000163,0,105,50
795,15.9,0.00032775,0,105,50
810,16.2,-0.00212125,0,105,50
825,16.5,-0.00487775,0,105,50
840,16.8,-0.00673325,0,105,50
855,17.1,-0.007234,0,105,50
870,17.4,-0.008574,0,105,50
885,17.7,-0.00828175,0,105,50
900,18,-0.0082835,0,105,50
915,18.3,-0.00668425,0,105,50
930,18.6,-0.00619375,0,105,50
945,18.9,-0.003984,0,105,50
960,19.2,-0.0025195,0,105,50
975,19.5,0.000324,0,105,50
990,19.8,0.00135675,0,105,50
1005,20.1,0.0042155,0,105,50
1020,20.4,0.009188,0,105,50
1035,20.7,0.011488,0,105,50
1050,21,0.0139078,0,105,50
1065,21.3,0.0146078,0,105,50
1080,21.6,0.0155717,0,105,50
1095,21.9,0.0151773,0,105,50
1110,22.2,0.0151135,0,105,50
1125,22.5,0.0156677,0,105,50
1140,22.8,0.0174047,0,105,50
1155,23.1,0.0168492,0,105,50
1170,23.4,0.018945,0,105,50
1185,23.7,0.019706,0,105,50
1200,24,0.0218032,0,105,50
1215,24.3,0.0218565,0,105,50
1230,24.6,0.0220165,0,105,50
1245,24.9,0.0246902,0,105,50
1260,25.2,0.024886,0,105,50
1275,25.5,0.0254145,0,105,50
1290,25.8,0.0257195,0,105,50
1305,26.1,0.0277845,0,105,50
1320,26.4,0.0272712,0,105,50
1335,26.7,0.0302003,0,105,50
1350,27,0.029097,0,105,50
1365,27.3,0.0292423,0,105,50
1380,27.6,0.0270435,0,105,50
1395,27.9,0.027868,0,105,50
1410,28.2,0.0285657,0,105,50
1425,28.5,0.029051,0,105,50
1440,28.8,0.0281538,0,105,50
1455,29.1,0.0277528,0,105,50
1470,29.4,0.0281075,0,105,50
1485,29.7,0.0286585,0,105,50
1500,30,0.0222998,0,105,50
1515,30.3,0.0244572,0,105,50
1530,30.6,0.0236542,0,105,50
1545,30.9,0.0236555,0,105,50
1560,31.2,0.0224675,0,105,50
1575,31.5,0.0238395,0,105,50
1590,31.8,0.023118,0,105,50
1605,32.1,0.022834,0,105,50
1620,32.4,0.0217267,0,105,50
1635,32.7,0.0211467,0,105,50
1650,33,0.018824,0,105,50
1665,33.3,0.0144935,0,105,50
1680,33.6,0.009735,0,105,50
1695,33.9,0.00722825,0,105,50
1710,34.2,0.00405,0,105,50
1725,34.5,-0.001818,0,105,50
1740,34.8,-0.00568375,0,105,50
1755,35.1,-0.0109195,0,105,50
1770,35.4,-0.0130665,0,105,50
1785,35.7,-0.0174503,0,105,50
1800,36,-0.017619,0,105,50
1815,36.3,-0.0199523,0,105,50
1830,36.6,-0.022665,0,105,50
1845,36.9,-0.02557,0,105,50
1860,37.2,-0.0253045,0,105,50
1875,37.5,-0.0285948,0,105,50
1890,37.8,-0.0298248,0,105,50
1905,38.1,-0.031325,0,105,50
1920,38.4,-0.0321813,0,105,50
1935,38.7,-0.033522,0,105,50
1950,39,-0.0364245,0,105,50
1965,39.3,-0.037112,0,105,50
1980,39.6,-0.0371395,0,105,50
1995,39.9,-0.040565,0,105,50
2010,40.2,-0.0416258,0,105,50
2025,40.5,-0.0394822,0,105,50
2040,40.8,-0.0403942,0,105,50
2055,41.1,-0.040729,0,105,50
2070,41.4,-0.040304,0,105,50
2085,41.7,-0.040253,0,105,50
2100,42,-0.0408167,0,105,50
2115,42.3,-0.0401022,0,105,50
2130,42.6,-0.0389908,0,105,50
2145,42.9,-0.0389672,0,105,50
2160,43.2,-0.0372883,0,105,50
2175,43.5,-0.0379693,0,105,50
2190,43.8,-0.036678,0,105,50
2205,44.1,-0.035522,0,105,50
2220,44.4,-0.035425,0,105,50
2235,44.7,-0.036425,0,105,50
2250,45,-0.0355225,0,105,50
2265,45.3,-0.0348975,0,105,50
2280,45.6,-0.0364553,0,105,50
2295,45.9,-0.0356348,1,105,50
2310,46.2,-0.036019,1,105,50
2325,46.5,-0.0543408,1,105,50
2340,46.8,-0.0476483,1,105,50
2355,47.1,-0.0557395,1,105,50
2370,47.4,-0.0637477,1,105,50
2385,47.7,-0.07222,1,105,50
2400,48,-0.0815905,1,105,50
2415,48.3,-0.0897805,1,105,50
2430,48.6,-0.0969367,1,105,50
2445,48.9,-0.104037,1,105,50
2460,49.2,-0.10925,1,105,50
2475,49.5,-0.112706,1,105,50
2490,49.8,-0.118482,1,105,50
2505,50.1,-0.122429,1,105,50
2520,50.4,-0.125097,1,105,50
2535,50.7,-0.127183,1,105,50
2550,51,-0.130429,1,105,50
2565,51.3,-0.134245,1,105,50
2580,51.6,-0.137112,1,105,50
2595,51.9,-0.140314,1,105,50
2610,52.2,-0.142982,1,105,50
2625,52.5,-0.144608,1,105,50
2640,52.8,-0.144587,1,105,50
2655,53.1,-0.146025,1,105,50
2670,53.4,-0.147784,1,105,50
2685,53.7,-0.146907,1,105,50
2700,54,-0.146102,1,105,50
2715,54.3,-0.1454,1,105,50
2730,54.6,-0.144229,1,105,50
2745,54.9,-0.140806,1,105,50
2760,55.2,-0.139498,1,105,50
2775,55.5,-0.136825,1,105,50
2790,55.8,-0.1372,1,105,50
2805,56.1,-0.134391,1,105,50
2820,56.4,-0.134259,1,105,50
2835,56.7,-0.132176,1,105,50
2850,57,-0.131501,1,105,50
2865,57.3,-0.131232,1,105,50
2880,57.6,-0.130701,1,105,50
2895,57.9,-0.130254,1,105,50
2910,58.2,-0.128261,1,105,50
2925,58.5,-0.124812,1,105,50
2940,58.8,-0.124704,1,105,50
2955,59.1,-0.124885,1,105,50
2970,59.4,-0.122828,1,105,50
2985,59.7,-0.124318,1,105,50
3000,60,-0.124535,1,105,50
3015,60.3,-0.123909,1,105,50
3030,60.6,-0.123399,1,105,50
3045,60.9,-0.123143,1,105,50
3060,61.2,-0.124175,1,105,50
3075,61.5,-0.124228,1,105,50
3090,61.8,-0.125194,1,105,50
3105,62.1,-0.12466,1,105,50
3120,62.4,-0.126318,1,105,50
3135,62.7,-0.125999,1,105,50
3150,63,-0.127159,1,105,50
3165,63.3,-0.126618,1,105,50
3180,63.6,-0.126096,1,105,50
3195,63.9,-0.124676,1,105,50
3210,64.2,-0.126369,1,105,50
3225,64.5,-0.125841,1,105,50
3240,64.8,-0.124581,1,105,50
3255,65.1,-0.125819,1,105,50
