index,time,delta_freq,event,power,f0
0,0,0.024836,0,110,50
15,0.3,0.024797,0,110,50
30,0.6,0.0250727,0,110,50
45,0.9,0.024991,0,110,50
60,1.2,0.024488,0,110,50
75,1.5,0.0246457,0,110,50
90,1.8,0.022992,0,110,50
105,2.1,0.0244363,0,110,50
120,2.4,0.0229523,0,110,50
135,2.7,0.0213283,0,110,50
150,3,0.0197173,0,110,50
165,3.3,0.020719,0,110,50
180,3.6,0.018474,0,110,50
195,3.9,0.0185213,0,110,50
210,4.2,0.016204,0,110,50
225,4.5,0.0172987,0,110,50
240,4.8,0.0154317,0,110,50
255,5.1,0.0159843,0,110,50
270,5.4,0.0150933,0,110,50
285,5.7,0.0155253,0,110,50
300,6,0.0155547,0,110,50
315,6.3,0.0158353,0,110,50
330,6.6,0.015079,0,110,50
345,6.9,0.016285,0,110,50
360,7.2,0.0166143,0,110,50
375,7.5,0.0173777,0,110,50
390,7.8,0.0179867,0,110,50
405,8.1,0.0209827,0,110,50
420,8.4,0.0217443,0,110,50
435,8.7,0.0229187,0,110,50
450,9,0.0243437,0,110,50
465,9.3,0.0254153,0,110,50
480,9.6,0.0268813,0,110,50
495,9.9,0.028503,0,110,50
510,10.2,0.0274613,0,110,50
525,10.5,0.0297507,0,110,50
540,10.8,0.0306793,0,110,50
555,11.1,0.03265,0,110,50
570,11.4,0.032564,0,110,50
585,11.7,0.0337237,0,110,50
600,12,0.0320577,0,110,50
615,12.3,0.0307273,0,110,50
630,12.6,0.0309743,0,110,50
645,12.9,0.03292,0,110,50
660,13.2,0.033784,0,110,50
675,13.5,0.034599,0,110,50
690,13.8,0.033925,0,110,50
705,14.1,0.0353953,0,110,50
720,14.4,0.0342957,0,110,50
735,14.7,0.033722,0,110,50
750,15,0.035581,0,110,50
765,15.3,0.0352393,0,110,50
780,15.6,0.0371917,0,110,50
795,15.9,0.0394013,0,110,50
810,16.2,0.0399923,0,110,50
825,16.5,0.0437897,0,110,50
840,16.8,0.0448727,0,110,50
855,17.1,0.045225,0,110,50
870,17.4,0.0451133,0,110,50
885,17.7,0.0487177,0,110,50
900,18,0.0501533,0,110,50
915,18.3,0.050661,0,110,50
930,18.6,0.0532967,0,110,50
945,18.9,0.0548907,0,110,50
960,19.2,0.057122,0,110,50
975,19.5,0.058474,0,110,50
990,19.8,0.058767,0,110,50
1005,20.1,0.0602217,0,110,50
1020,20.4,0.0610057,0,110,50
1035,20.7,0.0627457,0,110,50
1050,21,0.0641573,0,110,50
1065,21.3,0.067464,0,110,50
1080,21.6,0.067337,0,110,50
1095,21.9,0.0680293,0,110,50
1110,22.2,0.0681653,0,110,50
1125,22.5,0.0694533,0,110,50
1140,22.8,0.0705007,0,110,50
1155,23.1,0.070993,0,110,50
1170,23.4,0.0705857,0,110,50
1185,23.7,0.070839,0,110,50
1200,24,0.0695083,0,110,50
1215,24.3,0.0681577,0,110,50
1230,24.6,0.065298,0,110,50
1245,24.9,0.0632207,0,110,50
1260,25.2,0.060958,0,110,50
1275,25.5,0.061154,0,110,50
1290,25.8,0.0578403,0,110,50
1305,26.1,0.056834,0,110,50
1320,26.4,0.053702,0,110,50
1335,26.7,0.0512877,0,110,50
1350,27,0.047633,0,110,50
1365,27.3,0.0454147,0,110,50
1380,27.6,0.042806,0,110,50
1395,27.9,0.040188,0,110,50
1410,28.2,0.0374343,0,110,50
1425,28.5,0.036973,0,110,50
1440,28.8,0.0344747,0,110,50
1455,29.1,0.033259,0,110,50
1470,29.4,0.030746,0,110,50
1485,29.7,0.0306043,0,110,50
1500,30,0.0288747,0,110,50
1515,30.3,0.0287917,0,110,50
1530,30.6,0.027427,0,110,50
1545,30.9,0.026936,0,110,50
1560,31.2,0.0269643,0,110,50
1575,31.5,0.027659,0,110,50
1590,31.8,0.0268037,0,110,50
1605,32.1,0.02736,0,110,50
1620,32.4,0.0265193,0,110,50
1635,32.7,0.0266737,0,110,50
1650,33,0.0258203,0,110,50
1665,33.3,0.0238823,0,110,50
1680,33.6,0.0216507,0,110,50
1695,33.9,0.019784,0,110,50
1710,34.2,0.0185717,0,110,50
1725,34.5,0.0181427,0,110,50
1740,34.8,0.0159713,0,110,50
1755,35.1,0.0152267,0,110,50
1770,35.4,0.014326,0,110,50
1785,35.7,0.015294,0,110,50
1800,36,0.0149597,0,110,50
1815,36.3,0.0142937,0,110,50
1830,36.6,0.01315,0,110,50
1845,36.9,0.012485,0,110,50
1860,37.2,0.0113663,0,110,50
1875,37.5,0.0124443,0,110,50
1890,37.8,0.0112837,0,110,50
1905,38.1,0.011321,0,110,50
1920,38.4,0.0132343,0,110,50
1935,38.7,0.0127783,0,110,50
1950,39,0.0137587,0,110,50
1965,39.3,0.0137783,0,110,50
1980,39.6,0.0146827,0,110,50
1995,39.9,0.0177217,0,110,50
2010,40.2,0.0176563,0,110,50
2025,40.5,0.018657,0,110,50
2040,40.8,0.0192703,0,110,50
2055,41.1,0.0219603,0,110,50
2070,41.4,0.0231937,0,110,50
2085,41.7,0.0237443,0,110,50
2100,42,0.0240127,0,110,50
2115,42.3,0.024439,0,110,50
2130,42.6,0.0250817,0,110,50
2145,42.9,0.0252413,0,110,50
2160,43.2,0.0256,0,110,50
2175,43.5,0.0274333,0,110,50
2190,43.8,0.0277113,0,110,50
2205,44.1,0.028998,0,110,50
2220,44.4,0.0296583,0,110,50
2235,44.7,0.030066,0,110,50
2250,45,0.0323257,0,110,50
2265,45.3,0.0330707,0,110,50
2280,45.6,0.034047,0,110,50
2295,45.9,0.0339277,0,110,50
2310,46.2,0.033454,0,110,50
2325,46.5,0.0346777,0,110,50
2340,46.8,0.0357437,0,110,50
2355,47.1,0.035011,0,110,50
2370,47.4,0.0361,0,110,50
2385,47.7,0.036688,0,110,50
2400,48,0.0372343,0,110,50
2415,48.3,0.038227,0,110,50
2430,48.6,0.0401643,0,110,50
2445,48.9,0.0399237,0,110,50
2460,49.2,0.0406877,0,110,50
2475,49.5,0.0412947,0,110,50
2490,49.8,0.0413503,0,110,50
2505,50.1,0.041342,0,110,50
2520,50.4,0.0416807,0,110,50
2535,50.7,0.0413443,0,110,50
2550,51,0.0385953,0,110,50
2565,51.3,0.0379677,0,110,50
2580,51.6,0.035712,0,110,50
2595,51.9,0.036237,0,110,50
2610,52.2,0.0349317,0,110,50
2625,52.5,0.0345707,0,110,50
2640,52.8,0.0339617,0,110,50
2655,53.1,0.035312,0,110,50
2670,53.4,0.0357393,0,110,50
2685,53.7,0.037561,1,110,50
2700,54,0.0369413,1,110,50
2715,54.3,0.0254413,1,110,50
2730,54.6,0.0126247,1,110,50
2745,54.9,0.000203,1,110,50
2760,55.2,-0.015114,1,110,50
2775,55.5,-0.0265397,1,110,50
2790,55.8,-0.034051,1,110,50
2805,56.1,-0.0405717,1,110,50
2820,56.4,-0.0507637,1,110,50
2835,56.7,-0.0605113,1,110,50
2850,57,-0.0714287,1,110,50
2865,57.3,-0.079936,1,110,50
2880,57.6,-0.088535,1,110,50
2895,57.9,-0.095387,1,110,50
2910,58.2,-0.102894,1,110,50
2925,58.5,-0.108863,1,110,50
2940,58.8,-0.115231,1,110,50
