index,time,delta_freq,event,power,f0
0,0,-0.0144152,0,110,50
15,0.3,-0.0138332,0,110,50
30,0.6,-0.0148822,0,110,50
45,0.9,-0.0201408,0,110,50
60,1.2,-0.0206937,0,110,50
75,1.5,-0.0265055,0,110,50
90,1.8,-0.0238192,0,110,50
105,2.1,-0.0261023,0,110,50
120,2.4,-0.025362,0,110,50
135,2.7,-0.0283632,0,110,50
150,3,-0.0244448,0,110,50
165,3.3,-0.0291237,0,110,50
180,3.6,-0.027685,0,110,50
195,3.9,-0.0272627,0,110,50
210,4.2,-0.025104,0,110,50
225,4.5,-0.0252665,0,110,50
240,4.8,-0.0205982,0,110,50
255,5.1,-0.0262037,0,110,50
270,5.4,-0.0215733,0,110,50
285,5.7,-0.0194778,0,110,50
300,6,-0.0165607,0,110,50
315,6.3,-0.0162702,0,110,50
330,6.6,-0.00885025,0,110,50
345,6.9,-0.006136,0,110,50
360,7.2,-0.00790575,0,110,50
375,7.5,-0.0067735,0,110,50
390,7.8,-0.00571175,0,110,50
405,8.1,-0.00065775,0,110,50
420,8.4,0.00046025,0,110,50
435,8.7,0.0024835,0,110,50
450,9,0.00543525,0,110,50
465,9.3,0.00557725,0,110,50
480,9.6,0.0099865,0,110,50
495,9.9,0.00908275,0,110,50
510,10.2,0.0123222,0,110,50
525,10.5,0.0148427,0,110,50
540,10.8,0.0195225,0,110,50
555,11.1,0.0166947,0,110,50
570,11.4,0.018724,0,110,50
585,11.7,0.0200458,0,110,50
600,12,0.023717,0,110,50
615,12.3,0.0259912,0,110,50
630,12.6,0.0293555,0,110,50
645,12.9,0.030386,0,110,50
660,13.2,0.0340033,0,110,50
675,13.5,0.03669,0,110,50
690,13.8,0.0367212,0,110,50
705,14.1,0.0388393,0,110,50
720,14.4,0.0385737,0,110,50
735,14.7,0.0419185,0,110,50
750,15,0.0400315,0,110,50
765,15.3,0.0400813,0,110,50
780,15.6,0.0389655,0,110,50
795,15.9,0.0382082,0,110,50
810,16.2,0.0402975,0,110,50
825,16.5,0.038266,0,110,50
840,16.8,0.0316425,0,110,50
855,17.1,0.03346,0,110,50
870,17.4,0.028934,0,110,50
885,17.7,0.0269477,0,110,50
900,18,0.0296527,0,110,50
915,18.3,0.0260608,0,110,50
930,18.6,0.024068,0,110,50
945,18.9,0.022836,0,110,50
960,19.2,0.0306842,0,110,50
975,19.5,0.026377,0,110,50
990,19.8,0.0271158,0,110,50
1005,20.1,0.0279278,0,110,50
1020,20.4,0.0227835,0,110,50
1035,20.7,0.0263855,0,110,50
1050,21,0.0260858,0,110,50
1065,21.3,0.0223333,0,110,50
1080,21.6,0.0209413,0,110,50
1095,21.9,0.0197695,0,110,50
1110,22.2,0.0191558,0,110,50
1125,22.5,0.0175368,0,110,50
1140,22.8,0.022042,0,110,50
1155,23.1,0.020792,0,110,50
1170,23.4,0.0173245,0,110,50
1185,23.7,0.0163555,0,110,50
1200,24,0.0223242,0,110,50
1215,24.3,0.0226858,0,110,50
1230,24.6,0.0232455,0,110,50
1245,24.9,0.0247887,0,110,50
1260,25.2,0.0271975,0,110,50
1275,25.5,0.0236925,0,110,50
1290,25.8,0.0223838,0,110,50
1305,26.1,0.0222133,0,110,50
1320,26.4,0.0205512,0,110,50
1335,26.7,0.0222063,0,110,50
1350,27,0.0194973,0,110,50
1365,27.3,0.0178445,0,110,50
1380,27.6,0.0186982,0,110,50
1395,27.9,0.014856,0,110,50
1410,28.2,0.0130393,0,110,50
1425,28.5,0.0124797,0,110,50
1440,28.8,0.0125905,0,110,50
1455,29.1,0.0104185,0,110,50
1470,29.4,0.0096245,0,110,50
1485,29.7,0.0094735,0,110,50
1500,30,0.0055365,0,110,50
1515,30.3,0.006706,0,110,50
1530,30.6,0.00529925,0,110,50
1545,30.9,0.00485775,0,110,50
1560,31.2,0.0007435,0,110,50
1575,31.5,0.000673,0,110,50
1590,31.8,-0.0012645,0,110,50
1605,32.1,-0.00036225,0,110,50
1620,32.4,-0.00543375,0,110,50
1635,32.7,-0.0086975,0,110,50
1650,33,-0.0135827,0,110,50
1665,33.3,-0.0154062,0,110,50
1680,33.6,-0.0137715,0,110,50
1695,33.9,-0.0145498,0,110,50
1710,34.2,-0.0170173,0,110,50
1725,34.5,-0.0165772,0,110,50
1740,34.8,-0.014828,0,110,50
1755,35.1,-0.0136105,0,110,50
1770,35.4,-0.0117527,0,110,50
1785,35.7,-0.0108178,0,110,50
1800,36,-0.00986525,0,110,50
1815,36.3,-0.009201,0,110,50
1830,36.6,-0.00830025,0,110,50
1845,36.9,-0.00916725,0,110,50
1860,37.2,-0.00967775,0,110,50
1875,37.5,-0.008962,0,110,50
1890,37.8,-0.0125637,0,110,50
1905,38.1,-0.011495,0,110,50
1920,38.4,-0.011248,0,110,50
1935,38.7,-0.0117022,0,110,50
1950,39,-0.0116,0,110,50
